road,id,model_type,condition,name,lat,lon,length
Z1216,10786,bridge,A,LRPSa,23.885777,91.134972,4.37
Z1216,10787,bridge,A,LRPSb,23.888555,91.14325,10.2
Z1216,10788,link,,LRPSc,23.888527,91.143333,10.0
Z1216,10789,link,,LRP001,23.888583,91.143416,1000.0
Z1216,10790,link,,LRP002,23.891833,91.15225,1000.0
Z1216,10791,link,,LRP003,23.895777,91.160944,36.0
Z1216,10792,bridge,A,LRP003a,23.896389,91.162111,12.86
Z1216,10793,link,,LRP003b,23.896361,91.162639,392.0
Z1216,10794,link,,LRP003c,23.894444,91.16575,22.0
Z1216,10795,bridge,A,LRP003d,23.894361,91.165889,19.05
Z1216,10796,link,,LRP004,23.892555,91.169055,912.0
Z1216,10797,bridge,C,LRP004a,23.887916,91.176666,19.0
Z1216,10798,link,,LRP004b,23.887854,91.176785,70.0
Z1216,10799,link,,LRP005,23.887611,91.177249,764.0
Z1216,10800,link,,LRP005a,23.884111,91.183972,25.0
Z1216,10801,bridge,A,LRP005b,23.884027,91.184139,18.3
Z1216,10802,link,,LRP005c,23.884,91.184583,147.0
Z1216,10803,link,,LRP006,23.883639,91.185777,480.0
Z1216,10804,bridge,A,LRP006a,23.881481,91.190093,43.35
Z1216,10805,link,,LRP006b,23.881472,91.190111,518.0
Z1216,10806,link,,LRP007,23.88011,91.194639,400.0
Z1216,10807,link,,LRP007a,23.879888,91.198833,218.0
Z1216,10808,link,A,LRP007b,23.879777,91.200944,235.0
Z1216,10809,link,,LRP007c,23.879666,91.202722,45.0
Z1216,10810,link,,LRP008,23.879476,91.203124,574.0
Z1216,10811,link,,LRP008a,23.877055,91.20825,136.0
Z1216,10812,link,,LRP008b,23.875805,91.208694,42.0
Z1216,10813,link,,LRP008c,23.875805,91.208778,208.0
Z1216,10814,link,,LRP009,23.873833,91.209639,745.0
Z1216,10815,link,,LRP009a,23.86936,91.214917,255.0
Z1216,10816,link,,LRP010,23.867236,91.215821,732.0
Z1216,10817,sink,,LRPE,23.861139,91.218416,
Z1219,10818,source,,LRPS,23.481583,91.059028,1000.0
Z1219,10819,link,,LRP001,23.490083,91.059333,232.0
Z1219,10820,bridge,A,LRP001a,23.492027,91.059611,3.65
Z1219,10821,bridge,A,LRP001b,23.496166,91.060806,3.0
Z1219,10822,link,,LRP002,23.498055,91.060972,90.0
Z1219,10823,bridge,A,LRP002a,23.498916,91.061056,3.2
Z1219,10824,bridge,A,LRP002b,23.501417,91.062833,2.9
Z1219,10825,bridge,D,LRP002c,23.504278,91.063444,8.77
Z1219,10826,link,,LRP003,23.505444,91.063444,32.0
Z1219,10827,bridge,A,LRP003a,23.505694,91.063444,1.98
Z1219,10828,link,,LRP003b,23.510028,91.063444,446.0
Z1219,10829,bridge,A,LRP003c,23.513278,91.062389,3.6
Z1219,10830,link,,LRP004,23.513333,91.061528,702.0
Z1219,10831,link,,LRP004a,23.518999,91.061861,298.0
Z1219,10832,link,,LRP005,23.52161,91.062167,106.0
Z1219,10833,bridge,A,LRP005a,23.522583,91.062139,3.6
Z1219,10834,link,,LRP006,23.529972,91.061194,482.0
Z1219,10835,bridge,A,LRP006a,23.533722,91.061417,18.0
Z1219,10836,link,,LRP006b,23.533889,91.061444,522.0
Z1219,10837,link,,LRP007,23.538472,91.062528,1008.0
Z1219,10838,link,,LRP008,23.547416,91.062639,443.0
Z1219,10839,bridge,A,LRP008a,23.551073,91.063031,6.9
Z1219,10840,link,,LRP008b,23.553111,91.06325,35.0
Z1219,10841,link,,LRP008c,23.553389,91.063139,275.0
Z1219,10842,link,,LRP009,23.554833,91.064222,62.0
Z1219,10843,link,,LRP009a,23.555222,91.06475,152.0
Z1219,10844,link,,LRP009b,23.556528,91.064444,188.0
Z1219,10845,link,,LRP009c,23.557972,91.064556,55.0
Z1219,10846,link,,LRP009d,23.558639,91.064778,220.0
Z1219,10847,link,,LRP009e,23.558528,91.066888,1015.0
Z1219,10848,link,,LRP010,23.563417,91.073305,1000.0
Z1219,10849,link,,LRP011,23.558306,91.079666,1000.0
Z1219,10850,link,,LRP012,23.559556,91.086055,1000.0
Z1219,10851,link,,LRP013,23.554361,91.08975,1290.0
Z1219,10852,link,,LRP014,23.545166,91.092139,828.0
Z1219,10853,link,,LRP014a,23.537555,91.094194,360.0
Z1219,10854,link,,LRP015,23.537055,91.097333,320.0
Z1219,10855,sink,,LRPE,23.536972,91.097944,
Z1220,10856,source,,LRPS,23.697805,90.977027,1000.0
Z1220,10857,link,,LRP001,23.699194,90.968416,1000.0
Z1220,10858,link,,LRP002,23.70375,90.960917,265.0
Z1220,10859,link,,LRP002a,23.705333,90.959139,448.0
Z1220,10860,bridge,A,LRP002b,23.706944,90.95525,6.9
Z1220,10861,link,,LRP002c,23.708083,90.955972,119.0
Z1220,10862,link,,LRP003,23.708944,90.956333,15.0
Z1220,10863,link,,LRP003a,23.709139,90.956028,985.0
Z1220,10864,link,,LRP004,23.711556,90.949416,325.0
Z1220,10865,link,,LRP004a,23.712722,90.946916,307.0
Z1220,10866,link,,LRP004b,23.715139,90.948,23.0
Z1220,10867,link,,LRP004c,23.715167,90.947619,345.0
Z1220,10868,link,,LRP005,23.715583,90.941916,202.0
Z1220,10869,bridge,A,LRP005a,23.715944,90.94,13.4
Z1220,10870,link,,LRP006,23.719249,90.935333,1000.0
Z1220,10871,link,,LRP007,23.719444,90.926027,390.0
Z1220,10872,bridge,A,LRP007a,23.71961,90.925305,13.42
Z1220,10873,link,,LRP007b,23.71969,90.916772,28.0
Z1220,10874,link,,LRP008,23.719694,90.916361,910.0
Z1220,10875,link,,LRP008a,23.720055,90.907583,25.0
Z1220,10876,link,,LRP008b,23.72011,90.907361,65.0
Z1220,10877,link,,LRP009,23.720055,90.906556,412.0
Z1220,10878,bridge,A,LRP009a,23.720194,90.902889,7.5
Z1220,10879,link,,LRP009b,23.720555,90.89975,263.0
Z1220,10880,link,,LRP010,23.720666,90.89725,573.0
Z1220,10881,bridge,C,LRP010a,23.71986,90.891694,14.4
Z1220,10882,link,,LRP011,23.718444,90.888055,227.0
Z1220,10883,link,,LRP011a,23.721249,90.885916,487.0
Z1220,10884,link,,LRP011b,23.721249,90.882555,218.0
Z1220,10885,link,,LRP011c,23.719833,90.881555,50.0
Z1220,10886,link,,LRP011d,23.719465,90.881371,18.0
Z1220,10887,link,,LRP012,23.719333,90.881305,74.0
Z1220,10888,bridge,A,LRP012a,23.718749,90.881055,6.96
Z1220,10889,link,,LRP012b,23.718499,90.880916,552.0
Z1220,10890,link,,LRP012c,23.715447,90.878971,126.0
Z1220,10891,link,,LRP012d,23.71475,90.878527,210.0
Z1220,10892,link,,LRP013,23.712889,90.878416,194.0
Z1220,10893,link,,LRP013a,23.710944,90.878305,570.0
Z1220,10894,link,,LRP013b,23.706,90.878999,236.0
Z1220,10895,link,,LRP014,23.704111,90.879194,714.0
Z1220,10896,bridge,A,LRP014a,23.697777,90.880583,3.6
Z1220,10897,bridge,A,LRP014b,23.697555,90.880694,2.15
Z1220,10898,link,,LRP015,23.695527,90.880999,582.0
Z1220,10899,bridge,A,LRP015a,23.690333,90.881999,31.25
Z1220,10900,link,,LRP015b,23.690111,90.88211,317.0
Z1220,10901,bridge,D,LRP015c,23.687305,90.882305,16.5
Z1220,10902,link,,LRP015d,23.687305,90.88211,46.0
Z1220,10903,link,,LRP016,23.687111,90.881916,554.0
Z1220,10904,sink,,LRPE,23.685694,90.876999,
Z1221,10905,source,,LRPS,23.639166,90.94875,878.0
Z1221,10906,bridge,A,LRPSa,23.645611,90.947861,12.5
Z1221,10907,link,,LRPSb,23.645916,90.947889,87.0
Z1221,10908,link,,LRP001,23.645916,90.948361,318.0
Z1221,10909,bridge,A,LRP001a,23.648833,90.949,6.9
Z1221,10910,link,,LRP002,23.654139,90.949222,350.0
Z1221,10911,bridge,A,LRP002a,23.662111,90.949472,7.0
Z1221,10912,link,,LRP003,23.662111,90.949027,112.0
Z1221,10913,link,,LRP003a,23.662139,90.948111,490.0
Z1221,10914,link,,LRP004,23.666611,90.947833,300.0
Z1221,10915,bridge,C,LRP004a,23.668999,90.947889,3.56
Z1221,10916,bridge,A,LRP004b,23.669527,90.94675,1.97
Z1221,10917,bridge,A,LRP004c,23.670166,90.944944,18.1
Z1221,10918,link,,LRP004d,23.672027,90.943889,18.0
Z1221,10919,bridge,A,LRP005a,23.672194,90.943861,1.9
Z1221,10920,link,,LRP005b,23.679083,90.94325,171.0
Z1221,10921,link,,LRP006,23.680666,90.943111,288.0
Z1221,10922,bridge,A,LRP006a,23.682638,90.943722,15.16
Z1221,10923,link,,LRP006b,23.682805,90.94375,204.0
Z1221,10924,bridge,A,LRP006c,23.684277,90.94425,6.95
Z1221,10925,link,,LRP007,23.686583,90.941639,488.0
Z1221,10926,bridge,A,LRP007a,23.690722,90.940916,24.44
Z1221,10927,link,,LRP007b,23.690944,90.940805,504.0
Z1221,10928,link,,LRP008,23.695361,90.941416,972.0
Z1221,10929,bridge,A,LRP008a,23.703222,90.939416,1.96
Z1221,10930,link,,LRP009,23.703639,90.939361,580.0
Z1221,10931,bridge,A,LRP009a,23.705139,90.943277,6.1
Z1221,10932,link,,LRP010,23.705639,90.946666,140.0
Z1221,10933,bridge,A,LRP010a,23.706833,90.946777,6.1
Z1221,10934,bridge,A,LRP010b,23.709361,90.947111,6.1
Z1221,10935,bridge,A,LRP010c,23.712528,90.946722,18.35
Z1221,10936,link,,LRP010d,23.712778,90.946916,110.0
Z1221,10937,link,,LRP011,23.713861,90.947472,144.0
Z1221,10938,bridge,A,LRP011a,23.715028,90.947944,31.85
Z1221,10939,link,,LRP011b,23.715278,90.948083,35.0
Z1221,10940,link,,LRP011c,23.715361,90.948111,785.0
Z1221,10941,link,,LRP012,23.721972,90.949861,40.0
Z1221,10942,bridge,A,LRP012a,23.722194,90.949944,13.26
Z1221,10943,link,,LRP024a,23.746083,90.896777,380.0
Z1221,10944,link,,LRP025,23.743666,90.894472,610.0
Z1221,10945,link,,LRP025a,23.739805,90.890083,80.0
Z1221,10946,link,,LRP025b,23.739194,90.889694,33.0
Z1221,10947,link,,LRP025c,23.739,90.889527,277.0
Z1221,10948,sink,,LRPE,23.737694,90.887416,
Z1401,10949,source,,LRPS,23.351361,91.138666,41.0
Z1401,10950,link,,LRP001,23.354056,91.138277,770.0
Z1401,10951,link,,LRP001a,23.352944,91.130722,215.0
Z1401,10952,link,,LRP002,23.353694,91.129249,1010.0
Z1401,10953,link,,LRP003,23.358194,91.120749,499.0
Z1401,10954,bridge,A,LRP003a,23.360583,91.116666,1.5
Z1401,10955,link,,LRP004,23.363222,91.11325,789.0
Z1401,10956,bridge,A,LRP004a,23.367499,91.106972,1.5
Z1401,10957,link,,LRP005,23.368305,91.105,420.0
Z1401,10958,bridge,C,LRP005a,23.368694,91.100944,6.5
Z1401,10959,link,,LRP006,23.369749,91.095333,41.0
Z1401,10960,bridge,A,LRP006a,23.369805,91.094972,9.8
Z1401,10961,link,,LRP006b,23.369805,91.094861,951.0
Z1401,10962,bridge,B,LRP006c,23.371749,91.085861,8.0
Z1401,10963,link,,LRP006d,23.371777,91.085777,1.0
Z1401,10964,link,,LRP007,23.371777,91.08575,1003.0
Z1401,10965,link,,LRP008,23.374416,91.076499,1008.0
Z1401,10966,link,,LRP009,23.375249,91.066805,826.0
Z1401,10967,bridge,A,LRP009a,23.376444,91.059194,1.0
Z1401,10968,link,,LRP010,23.376222,91.057556,117.0
Z1401,10969,link,,LRP010a,23.376194,91.056417,323.0
Z1401,10970,bridge,A,LRP010b,23.377076,91.054003,1.2
Z1401,10971,link,,LRP010c,23.378388,91.050417,80.0
Z1401,10972,link,,LRP011,23.378555,91.049639,936.0
Z1401,10973,bridge,A,LRP011a,23.38061,91.041277,1.2
Z1401,10974,link,,LRP012,23.380555,91.040944,995.0
Z1401,10975,link,,LRP013,23.381638,91.031638,1023.0
Z1401,10976,link,,LRP014,23.38086,91.022444,263.0
Z1401,10977,bridge,C,LRP014a,23.381277,91.020027,7.2
Z1401,10978,bridge,C,LRP014b,23.381277,91.019972,3.5
Z1401,10979,link,,LRP014c,23.381527,91.018388,572.0
Z1401,10980,link,,LRP015,23.378638,91.013861,495.0
Z1401,10981,bridge,C,LRP015a,23.376999,91.0095,26.25
Z1401,10982,link,,LRP015b,23.376972,91.00925,477.0
Z1401,10983,link,,LRP016,23.37686,91.004639,433.0
Z1401,10984,bridge,C,LRP016a,23.376944,91.000444,9.0
Z1401,10985,link,,LRP017,23.378888,90.995611,27.0
Z1401,10986,bridge,A,LRP017a,23.378944,90.995389,1.5
Z1401,10987,link,,LRP017b,23.380888,90.986972,83.0
Z1401,10988,link,,LRP018,23.381027,90.986194,191.0
Z1401,10989,link,,LRP018a,23.380055,90.985139,576.0
Z1401,10990,bridge,B,LRP018b,23.375499,90.983833,4.2
Z1401,10991,bridge,A,LRP018c,23.374749,90.983694,0.8
Z1401,10992,link,,LRP019,23.373583,90.982999,959.0
Z1401,10993,link,,LRP019a,23.366333,90.982972,41.0
Z1401,10994,link,,LRP020,23.365972,90.983083,554.0
Z1401,10995,bridge,A,LRP020a,23.360861,90.983222,3.0
Z1401,10996,link,,LRP021,23.357417,90.983083,1000.0
Z1401,10997,link,,LRP022,23.349666,90.982722,256.0
Z1401,10998,link,,LRP022a,23.349083,90.982305,26.0
Z1401,10999,link,,LRP022b,23.346139,90.982333,275.0
Z1401,11000,link,,LRP022c,23.343722,90.982472,443.0
Z1401,11001,link,,LRP023,23.340055,90.982083,479.0
Z1401,11002,bridge,A,LRP023a,23.336472,90.981416,17.0
Z1401,11003,link,,LRP024,23.331916,90.981944,794.0
Z1401,11004,link,,LRP024a,23.325999,90.980777,206.0
Z1401,11005,link,,LRP025,23.32436,90.981388,1000.0
Z1401,11006,link,,LRP026,23.317166,90.981555,757.0
Z1401,11007,link,,LRP026a,23.311889,90.984916,27.0
Z1401,11008,link,,LRP027,23.311722,90.985139,107.0
Z1401,11009,link,,LRP027a,23.310806,90.985444,256.0
Z1401,11010,bridge,A,LRP027b,23.309,90.986194,1.0
Z1401,11011,link,,LRP028,23.308222,90.986666,501.0
Z1401,11012,bridge,A,LRP028a,23.303778,90.987694,3.0
Z1401,11013,link,,LRP029,23.300056,90.987361,74.0
Z1401,11014,bridge,A,LRP029a,23.299416,90.987333,1.2
Z1401,11015,link,,LRP029b,23.296416,90.987527,370.0
Z1401,11016,bridge,A,LRP029c,23.293194,90.988194,1.5
Z1401,11017,link,,LRP029d,23.292694,90.988305,88.0
Z1401,11018,link,,LRP029e,23.291944,90.988527,43.0
Z1401,11019,link,,LRP030,23.291555,90.988639,482.0
Z1401,11020,bridge,A,LRP030a,23.288694,90.988277,1.5
Z1401,11021,bridge,A,LRP030b,23.287139,90.991,1.2
Z1401,11022,link,,LRP031,23.28675,90.991555,293.0
Z1401,11023,bridge,A,LRP031a,23.284527,90.992305,3.0
Z1401,11024,bridge,A,LRP031b,23.282805,90.993277,1.2
Z1401,11025,link,,LRP032,23.279166,90.994027,255.0
Z1401,11026,bridge,A,LRP032a,23.27686,90.993916,1.2
Z1401,11027,link,,LRP032b,23.273277,90.994833,294.0
Z1401,11028,bridge,A,LRP032c,23.271472,90.993666,0.6
Z1401,11029,link,,LRP033,23.271333,90.993666,1000.0
Z1401,11030,link,,LRP034,23.262694,90.994833,68.0
Z1401,11031,sink,,LRPE,23.262028,90.994861,
Z1402,11032,source,,LRP006,23.311306,90.686861,421.0
Z1402,11033,bridge,A,LRP006a,23.314833,90.686139,24.55
Z1402,11034,link,,LRP006b,23.315056,90.686083,551.0
Z1402,11035,link,,LRP007,23.320027,90.685,88.0
Z1402,11036,bridge,C,LRP007a,23.320583,90.685166,18.27
Z1402,11037,link,,LRP007b,23.320666,90.685222,704.0
Z1402,11038,link,,LRP007c,23.326416,90.687916,21.0
Z1402,11039,link,,LRP007d,23.326555,90.688055,196.0
Z1402,11040,link,,LRP008,23.32811,90.688916,660.0
Z1402,11041,bridge,D,LRP008a,23.330194,90.694611,9.2
Z1402,11042,link,,LRP009,23.332249,90.696833,791.0
Z1402,11043,link,,LRP009a,23.337,90.700861,13.0
Z1402,11044,bridge,D,LRP009b,23.337055,90.701,11.0
Z1402,11045,link,,LRP010,23.339611,90.703472,378.0
Z1402,11046,bridge,D,LRP010a,23.342416,90.705444,11.75
Z1402,11047,link,,LRP010b,23.3425,90.7055,282.0
Z1402,11048,link,,LRP010c,23.344555,90.706889,328.0
Z1402,11049,link,,LRP011,23.344055,90.7095,550.0
Z1402,11050,bridge,B,LRP011a,23.34275,90.71325,2.6
Z1402,11051,bridge,C,LRP011b,23.342111,90.714056,6.84
Z1402,11052,link,,LRP011c,23.342111,90.714139,305.0
Z1402,11053,link,,LRP012,23.342722,90.717027,182.0
Z1402,11054,bridge,C,LRP012a,23.343055,90.718777,27.5
Z1402,11055,link,,LRP012b,23.343055,90.719083,707.0
Z1402,11056,bridge,B,LRP012c,23.345361,90.725249,17.3
Z1402,11057,link,,LRP012d,23.3455,90.725388,53.0
Z1402,11058,link,,LRP013,23.345555,90.725888,425.0
Z1402,11059,link,,LRP013a,23.346333,90.730444,575.0
Z1402,11060,link,,LRP014,23.348805,90.733027,27.0
Z1402,11061,bridge,C,LRP014a,23.348861,90.733249,12.5
Z1402,11062,link,,LRP014b,23.348889,90.733389,891.0
Z1402,11063,link,,LRP014c,23.348777,90.741972,70.0
Z1402,11064,link,,LRP015,23.348472,90.7425,687.0
Z1402,11065,bridge,A,LRP015a,23.347805,90.748583,2.5
Z1402,11066,bridge,B,LRP015b,23.347777,90.748666,10.26
Z1402,11067,link,,LRP016,23.347583,90.751417,228.0
Z1402,11068,bridge,C,LRP016a,23.347055,90.753,10.75
Z1402,11069,link,,LRP016b,23.347083,90.753111,571.0
Z1402,11070,bridge,D,LRP016c,23.350306,90.755556,3.0
Z1402,11071,link,,LRP017,23.351972,90.755639,283.0
Z1402,11072,bridge,C,LRP017a,23.353,90.757444,7.9
Z1402,11073,bridge,B,LRP017b,23.353611,90.7625,2.8
Z1402,11074,link,,LRP018,23.353667,90.762944,369.0
Z1402,11075,bridge,D,LRP018a,23.356194,90.763722,3.5
Z1402,11076,bridge,C,LRP018b,23.358056,90.763444,6.0
Z1402,11077,bridge,B,LRP018c,23.358083,90.7635,3.5
Z1402,11078,link,,LRP018d,23.359833,90.764722,87.0
Z1402,11079,link,,LRP019,23.360583,90.764889,931.0
Z1402,11080,bridge,B,LRP019a,23.36741,90.767397,3.2
Z1402,11081,link,,LRP020,23.367916,90.767583,354.0
Z1402,11082,link,,LRP020a,23.37036,90.769194,263.0
Z1402,11083,bridge,C,LRP020b,23.372555,90.769416,41.22
Z1402,11084,link,,LRP020c,23.372972,90.76936,300.0
Z1402,11085,bridge,D,LRP020d,23.375277,90.768944,4.2
Z1402,11086,link,,LRP021,23.375777,90.768888,1000.0
Z1402,11087,link,,LRP022,23.383249,90.76936,718.0
Z1402,11088,link,,LRP022a,23.389611,90.768972,301.0
Z1402,11089,link,,LRP023,23.39225,90.768999,1001.0
Z1402,11090,link,,LRP024,23.400028,90.766306,246.0
Z1402,11091,bridge,B,LRP024a,23.400667,90.764389,8.4
Z1402,11092,link,,LRP025,23.401222,90.758472,387.0
Z1402,11093,bridge,B,LRP025a,23.403972,90.75725,8.4
Z1402,11094,link,,LRP025b,23.404,90.757139,625.0
Z1402,11095,link,,LRP026,23.406861,90.753361,1000.0
Z1402,11096,link,,LRP027,23.415444,90.752306,19.0
Z1402,11097,link,,LRP027a,23.415556,90.752278,26.0
Z1402,11098,bridge,B,LRP027b,23.415778,90.752222,12.0
Z1402,11099,link,,LRP027c,23.421472,90.750917,198.0
Z1402,11100,link,,LRP027d,23.422805,90.749639,77.0
Z1402,11101,link,,LRP028,23.423333,90.749166,21.0
Z1402,11102,bridge,D,LRP028a,23.423444,90.749027,1.2
Z1402,11103,bridge,A,LRP028b,23.427388,90.749055,1.2
Z1402,11104,bridge,A,LRP028c,23.430694,90.748639,1.3
Z1402,11105,link,,LRP029,23.43186,90.748555,1000.0
Z1402,11106,link,,LRP030,23.440639,90.749639,1000.0
Z1402,11107,link,,LRP031,23.449,90.749222,62.0
Z1402,11108,bridge,C,LRP031a,23.449527,90.749083,12.6
Z1402,11109,link,,LRP031b,23.454028,90.748777,428.0
Z1402,11110,link,,LRP032,23.455833,90.751167,469.0
Z1402,11111,bridge,A,LRP032a,23.455917,90.755667,4.6
Z1402,11112,bridge,B,LRP032b,23.455778,90.757694,4.5
Z1402,11113,link,,LRP033,23.456833,90.759806,373.0
Z1402,11114,bridge,B,LRP033a,23.457556,90.762944,4.55
Z1402,11115,bridge,A,LRP033b,23.459083,90.763861,4.6
Z1402,11116,link,,LRP034,23.459889,90.766222,327.0
Z1402,11117,bridge,C,LRP034a,23.460333,90.768749,22.1
Z1402,11118,link,,LRP034b,23.460361,90.768972,410.0
Z1402,11119,bridge,B,LRP034c,23.462944,90.770277,4.6
Z1402,11120,link,,LRP035,23.465083,90.770472,360.0
Z1402,11121,bridge,B,LRP035a,23.467722,90.771305,12.4
Z1402,11122,link,,LRP036,23.472805,90.772916,766.0
Z1402,11123,link,,LRP036a,23.478916,90.774944,9.0
Z1402,11124,link,,LRP036b,23.478944,90.775027,225.0
Z1402,11125,link,,LRP037,23.479083,90.777166,1000.0
Z1402,11126,link,,LRP038,23.483027,90.785416,1000.0
Z1402,11127,link,,LRP039,23.491111,90.784222,700.0
Z1402,11128,link,,LRP039a,23.496805,90.781888,300.0
Z1402,11129,link,,LRP040,23.499416,90.781555,444.0
Z1402,11130,bridge,C,LRP040a,23.502306,90.783138,6.2
Z1402,11131,link,,LRP041,23.50725,90.782527,150.0
Z1402,11132,bridge,C,LRP041a,23.508444,90.781999,6.2
Z1402,11133,link,,LRP041b,23.513972,90.782583,209.0
Z1402,11134,link,,LRP042,23.515778,90.782499,130.0
Z1402,11135,link,,LRP042a,23.51686,90.782194,299.0
Z1402,11136,link,,LRP042b,23.519444,90.781666,571.0
Z1402,11137,link,,LRP043,23.524388,90.78236,155.0
Z1402,11138,bridge,B,LRP043a,23.525749,90.782277,6.0
Z1402,11139,sink,,LRPE,23.530749,90.78161,
Z1407,11140,source,,LRPS,23.270194,91.045611,1016.0
Z1407,11141,link,,LRP001,23.261528,91.042722,618.0
Z1407,11142,link,,LRP001a,23.256028,91.042889,166.0
Z1407,11143,bridge,C,LRP001b,23.254611,91.042722,4.45
Z1407,11144,bridge,C,LRP001c,23.254472,91.042527,23.5
Z1407,11145,link,,LRP002,23.252722,91.041861,1003.0
Z1407,11146,link,,LRP003,23.244361,91.038277,314.0
Z1407,11147,bridge,D,LRP003a,23.241889,91.036833,3.45
Z1407,11148,link,,LRP004,23.236555,91.033472,166.0
Z1407,11149,sink,,LRP004a,23.23525,91.032722,
Z1411,11150,source,,LRPS,23.262833,91.006778,5.0
Z1411,11151,link,,LRP001,23.262861,91.006778,230.0
Z1411,11152,link,,LRP001a,23.264972,91.006472,770.0
Z1411,11153,link,,LRP002,23.270972,91.006167,173.0
Z1411,11154,bridge,A,LRP002a,23.27136,91.004944,3.0
Z1411,11155,link,,LRP003,23.276222,91.0005,365.0
Z1411,11156,bridge,A,LRP003a,23.279499,91.002361,0.8
Z1411,11157,link,,LRP004,23.285111,91.001417,555.0
Z1411,11158,bridge,A,LRP004a,23.289111,90.999722,1.0
Z1411,11159,link,,LRP004b,23.289166,90.999722,437.0
Z1411,11160,link,,LRP005,23.292444,90.9985,520.0
Z1411,11161,bridge,C,LRP005a,23.294777,91.001361,1.9
Z1411,11162,link,,LRP006,23.296805,91.003028,827.0
Z1411,11163,bridge,B,LRP006a,23.30375,91.001556,4.7
Z1411,11164,link,,LRP007,23.30575,91.001583,856.0
Z1411,11165,link,,LRP007a,23.312778,91.000278,10.0
Z1411,11166,bridge,A,LRP007b,23.31275,91.00025,5.5
Z1411,11167,link,,LRP008,23.314667,91.000472,672.0
Z1411,11168,bridge,A,LRP008a,23.319638,90.9995,1.0
Z1411,11169,bridge,A,LRP008b,23.319666,90.999444,1.0
Z1411,11170,link,,LRP009,23.322027,90.999666,100.0
Z1411,11171,link,,LRP009a,23.322694,90.999416,850.0
Z1411,11172,bridge,A,LRP009b,23.329138,90.998611,1.2
Z1411,11173,link,,LRP010,23.329249,90.999166,1000.0
Z1411,11174,link,,LRP011,23.334361,91.004306,720.0
Z1411,11175,bridge,A,LRP011a,23.337444,91.008472,1.0
Z1411,11176,link,,LRP012,23.338722,91.010028,280.0
Z1411,11177,bridge,C,LRP012a,23.341055,91.011222,6.0
Z1411,11178,bridge,C,LRP012b,23.341139,91.009917,5.6
Z1411,11179,link,,LRP013,23.346666,91.011167,580.0
Z1411,11180,bridge,C,LRP013a,23.350389,91.012361,3.0
Z1411,11181,bridge,A,LRP013b,23.350417,91.01425,4.0
Z1411,11182,link,,LRP013c,23.350389,91.014389,207.0
Z1411,11183,link,,LRP014,23.3505,91.016417,740.0
Z1411,11184,bridge,C,LRP014a,23.350972,91.023194,6.2
Z1411,11185,link,,LRP015,23.353472,91.022916,182.0
Z1411,11186,bridge,C,LRP015a,23.354639,91.023416,4.5
Z1411,11187,link,,LRP016,23.355222,91.024083,1045.0
Z1411,11188,link,,LRP017,23.358222,91.03186,152.0
Z1411,11189,link,,LRP017a,23.358056,91.033305,684.0
Z1411,11190,link,,LRP017b,23.358083,91.0395,184.0
Z1411,11191,link,,LRP018,23.359611,91.0395,112.0
Z1411,11192,bridge,A,LRP018a,23.360111,91.039972,2.0
Z1411,11193,link,,LRP018b,23.362139,91.040111,361.0
Z1411,11194,link,,LRP019,23.365333,91.040361,20.0
Z1411,11195,bridge,A,LRP019a,23.365444,91.040361,1.5
Z1411,11196,link,,LRP019b,23.365667,91.040694,240.0
Z1411,11197,bridge,A,LRP019c,23.366361,91.042833,1.0
Z1411,11198,link,,LRP020,23.366333,91.043083,460.0
Z1411,11199,bridge,A,LRP020a,23.36986,91.043805,1.0
Z1411,11200,link,,LRP021,23.374638,91.044027,259.0
Z1411,11201,link,,LRP021a,23.375166,91.046389,640.0
Z1411,11202,link,,LRP021b,23.376055,91.052278,93.0
Z1411,11203,link,,LRP021c,23.375638,91.053278,8.0
Z1411,11204,link,,LRP022,23.375583,91.053333,305.0
Z1411,11205,sink,,LRPE,23.376277,91.056361,
Z1414,11206,source,,LRPS,23.264222,91.123249,80.0
Z1414,11207,bridge,B,LRPSa,23.264139,91.122472,3.0
Z1414,11208,bridge,C,LRPSb,23.264,91.116333,49.75
Z1414,11209,link,,LRPSc,23.263972,91.115833,179.0
Z1414,11210,link,,LRP001,23.263861,91.114083,762.0
Z1414,11211,link,,LRP001a,23.263611,91.106667,238.0
Z1414,11212,link,,LRP002,23.2635,91.104361,157.0
Z1414,11213,link,,LRP002a,23.263472,91.102806,722.0
Z1414,11214,link,,LRP003,23.263222,91.095833,125.0
Z1414,11215,link,,LRP003a,23.263278,91.094694,371.0
Z1414,11216,link,,LRP003b,23.2635,91.091139,504.0
Z1414,11217,link,,LRP004,23.264111,91.085,1000.0
Z1414,11218,link,,LRP005,23.265389,91.076638,640.0
Z1414,11219,bridge,B,LRP005a,23.266167,91.070527,4.0
Z1414,11220,link,,LRP006,23.266583,91.067083,645.0
Z1414,11221,link,,LRP006a,23.267416,91.060861,355.0
Z1414,11222,link,,LRP007,23.268083,91.057444,133.0
Z1414,11223,bridge,B,LRP007a,23.268388,91.056139,3.0
Z1414,11224,link,,LRP007b,23.26961,91.050222,240.0
Z1414,11225,link,,LRP008,23.270083,91.048027,200.0
Z1414,11226,sink,,LRPE,23.270527,91.046083,
Z1415,11227,source,,LRPS,23.106167,91.127916,1000.0
Z1415,11228,link,,LRP001,23.107083,91.137805,310.0
