road,id,model_type,condition,name,lat,lon,length
R151,4261,link,,LRP045b,22.715111,91.767083,342.0
R151,4262,link,,LRP046,22.713639,91.768472,1037.0
R151,4263,link,,LRP046a,22.713694,91.777833,100.0
R151,4264,link,,LRP047,22.7135,91.777888,390.0
R151,4265,link,,LRP047a,22.707833,91.78311,428.0
R151,4266,link,,LRP048,22.708194,91.784027,80.0
R151,4267,sink,,LRPE,22.708222,91.784083,
R152,4268,source,,LRPS,22.8925,91.674499,130.0
R152,4269,link,,LRPsa,22.892944,91.675638,14.0
R152,4270,link,,LRPSb,22.893,91.675722,406.0
R152,4271,link,,LRP001,22.895805,91.677388,1000.0
R152,4272,link,,LRP002,22.904639,91.677083,1000.0
R152,4273,link,,LRP003,22.913472,91.678444,615.0
R152,4274,bridge,C,LRP003a,22.918583,91.676694,20.8
R152,4275,link,,LRP004,22.92186,91.67561,1000.0
R152,4276,link,,LRP005,22.930055,91.672083,1000.0
R152,4277,link,,LRP006,22.938777,91.671777,365.0
R152,4278,bridge,B,LRP006a,22.941861,91.672055,14.3
R152,4279,link,,LRP007,22.945722,91.674305,627.0
R152,4280,bridge,D,LRP007a,22.946277,91.679916,24.23
R152,4281,link,,LRP007b,22.946416,91.680027,347.0
R152,4282,link,,LRP008,22.948083,91.682138,142.0
R152,4283,bridge,C,LRP008a,22.94925,91.682388,11.8
R152,4284,link,,LRP008b,22.949333,91.68236,668.0
R152,4285,bridge,D,LRP008c,22.954611,91.683444,12.66
R152,4286,link,,LRP008d,22.954639,91.683472,161.0
R152,4287,link,,LRP009,22.955972,91.684361,1000.0
R152,4288,link,,LRP010,22.961806,91.690111,370.0
R152,4289,bridge,A,LRP010a,22.964583,91.691889,30.6
R152,4290,link,,LRP010b,22.964667,91.692083,382.0
R152,4291,bridge,C,LRP010c,22.964528,91.695639,14.0
R152,4292,link,,LRP010d,22.964583,91.695777,187.0
R152,4293,link,,LRP011,22.964972,91.697583,810.0
R152,4294,link,,LRP011a,22.96575,91.702806,190.0
R152,4295,link,,LRP012,22.967055,91.704333,790.0
R152,4296,bridge,A,LRP012a,22.972472,91.707056,13.8
R152,4297,link,,LRP013,22.974388,91.707611,60.0
R152,4298,bridge,C,LRP013a,22.974916,91.707667,18.37
R152,4299,link,,LRP013b,22.975055,91.707694,924.0
R152,4300,link,,LRP014,22.980972,91.708472,16.0
R152,4301,bridge,D,LRP014a,22.980999,91.708639,36.8
R152,4302,link,,LRP014b,22.98111,91.708917,662.0
R152,4303,link,,LRP014c,22.982777,91.714917,361.0
R152,4304,link,,LRP015,22.982138,91.717777,126.0
R152,4305,bridge,D,LRP015a,22.982305,91.719444,36.94
R152,4306,link,,LRP015b,22.98261,91.719666,355.0
R152,4307,link,,LRP015c,22.985722,91.721472,358.0
R152,4308,link,,LRP015d,22.987833,91.722805,122.0
R152,4309,link,,LRP016,22.988639,91.723277,14.0
R152,4310,link,,LRP016a,22.989139,91.723638,1047.0
R152,4311,link,,LRP017,22.997,91.726222,986.0
R152,4312,link,,LRP017a,22.9995,91.735,1004.0
R152,4313,link,,LRP019,22.991944,91.740444,961.0
R152,4314,link,,LRP019a,22.988444,91.747166,13.0
R152,4315,link,,LRP019b,22.988416,91.747277,7.0
R152,4316,link,,LRP020,22.988361,91.747305,928.0
R152,4317,link,,LRP020a,22.984722,91.752778,13.0
R152,4318,link,,LRP020b,22.984639,91.752833,59.0
R152,4319,link,,LRP021,22.984472,91.753056,403.0
R152,4320,link,,LRP021a,22.983944,91.757083,257.0
R152,4321,link,,LRP021b,22.983027,91.758917,17.0
R152,4322,sink,,LRP021c,22.982999,91.759222,
R160,4323,source,,LRPS,22.498583,91.807083,316.0
R160,4324,bridge,A,LRPSa,22.501306,91.807056,3.4
R160,4325,link,,LRPSb,22.50525,91.806722,235.0
R160,4326,link,,LRP001,22.507472,91.806611,442.0
R160,4327,bridge,A,LRP001a,22.511056,91.805222,9.4
R160,4328,link,,LRP002,22.512389,91.804639,267.0
R160,4329,bridge,A,LRP002a,22.514611,91.803667,9.3
R160,4330,link,,LRP002b,22.516417,91.802639,495.0
R160,4331,link,,LRP003,22.520833,91.802583,617.0
R160,4332,bridge,A,LRP003a,22.525722,91.804528,8.5
R160,4333,bridge,A,LRP003b,22.527472,91.804194,12.7
R160,4334,link,,LRP004,22.52911,91.8035,191.0
R160,4335,bridge,A,LRP004a,22.530749,91.802889,24.6
R160,4336,link,,LRP005,22.532527,91.802194,151.0
R160,4337,bridge,B,LRP005a,22.533805,91.801694,9.0
R160,4338,bridge,A,LRP005b,22.538194,91.800444,10.0
R160,4339,link,,LRP005c,22.540583,91.80025,71.0
R160,4340,link,,LRP006,22.541277,91.800278,432.0
R160,4341,bridge,A,LRP006a,22.545083,91.799583,4.5
R160,4342,bridge,A,LRP006b,22.549361,91.798527,4.5
R160,4343,link,,LRP007,22.550333,91.798361,154.0
R160,4344,bridge,A,LRP007a,22.551694,91.798472,6.0
R160,4345,bridge,A,LRP007b,22.554944,91.79825,4.5
R160,4346,bridge,A,LRP007c,22.557611,91.797805,8.8
R160,4347,link,,LRP007d,22.559083,91.797777,37.0
R160,4348,link,,LRP008,22.559389,91.797722,314.0
R160,4349,bridge,A,LRP008a,22.562083,91.797361,9.8
R160,4350,bridge,A,LRP008b,22.564444,91.796722,9.8
R160,4351,bridge,A,LRP008c,22.567027,91.796333,9.8
R160,4352,link,,LRP009,22.567277,91.796361,472.0
R160,4353,bridge,A,LRP009a,22.571499,91.796222,13.3
R160,4354,link,,LRP009b,22.573277,91.795889,110.0
R160,4355,bridge,A,LRP009c,22.574222,91.795555,3.0
R160,4356,link,,LRP009d,22.575416,91.795277,180.0
R160,4357,link,,LRP010,22.576194,91.795111,523.0
R160,4358,bridge,A,LRP010a,22.580833,91.794639,3.0
R160,4359,link,,LRP011,22.584,91.794361,99.0
R160,4360,bridge,B,LRP011a,22.584805,91.794027,15.8
R160,4361,link,,LRP011b,22.587277,91.793555,620.0
R160,4362,link,,LRP012,22.592861,91.793139,5.0
R160,4363,link,,LRP012a,22.592889,91.793139,620.0
R160,4364,bridge,A,LRP012b,22.598472,91.793861,31.3
R160,4365,link,,LRP013,22.59875,91.793889,250.0
R160,4366,link,,LRP013a,22.601,91.794027,363.0
R160,4367,bridge,A,LRP013b,22.607528,91.793416,17.7
R160,4368,link,,LRP014,22.607806,91.793416,818.0
R160,4369,bridge,A,LRP014a,22.615083,91.79375,25.0
R160,4370,link,,LRP015,22.616722,91.793916,750.0
R160,4371,bridge,C,LRP015a,22.623333,91.794111,99.6
R160,4372,link,,LRP016,22.62461,91.794389,440.0
R160,4373,link,,LRP016a,22.627083,91.797472,75.0
R160,4374,link,,LRP016b,22.627638,91.797833,605.0
R160,4375,link,,LRP017,22.632333,91.800694,739.0
R160,4376,link,,LRP017a,22.637972,91.797444,291.0
R160,4377,link,,LRP018,22.640055,91.795527,217.0
R160,4378,bridge,A,LRP018a,22.641861,91.794972,4.5
R160,4379,link,,LRP019,22.648472,91.794583,650.0
R160,4380,bridge,A,LRP019a,22.653694,91.791666,4.5
R160,4381,bridge,B,LRP019b,22.655611,91.7915,2.4
R160,4382,link,,LRP020,22.656806,91.79125,461.0
R160,4383,bridge,A,LRP020a,22.660861,91.790444,6.1
R160,4384,link,,LRP021,22.665306,91.788777,384.0
R160,4385,link,,LRP021a,22.66861,91.78975,581.0
R160,4386,link,,LRP022,22.673722,91.790139,1040.0
R160,4387,link,,LRP023,22.68311,91.790583,145.0
R160,4388,link,,LRP023a,22.684389,91.790527,753.0
R160,4389,bridge,D,LRP023b,22.690944,91.790972,71.4
R160,4390,link,,LRP024,22.692333,91.790972,169.0
R160,4391,link,,LRP024a,22.693833,91.79075,77.0
R160,4392,bridge,C,LRP024b,22.694472,91.790666,15.23
R160,4393,link,,LRP024c,22.695833,91.790389,515.0
R160,4394,link,,LRP025,22.700139,91.787861,184.0
R160,4395,link,,LRP025a,22.701472,91.786889,301.0
R160,4396,link,,LRP025b,22.70375,91.785166,495.0
R160,4397,link,,LRP025c,22.708,91.784083,20.0
R160,4398,link,,LRP026,22.708333,91.784027,669.0
R160,4399,bridge,B,LRP026a,22.714306,91.783305,7.0
R160,4400,link,,LRP027,22.71711,91.782972,265.0
R160,4401,bridge,D,LRP027a,22.719499,91.782972,15.45
R160,4402,link,,LRP027b,22.719638,91.782972,428.0
R160,4403,link,,LRP027c,22.723499,91.783138,290.0
R160,4404,link,,LRP027d,22.726249,91.783194,16.0
R160,4405,link,,LRP027e,22.72636,91.783194,989.0
R160,4406,link,,LRP028,22.734639,91.785,1000.0
R160,4407,link,,LRP029,22.742444,91.788916,1000.0
R160,4408,link,,LRP030,22.751028,91.786639,636.0
R160,4409,bridge,D,LRP030a,22.755861,91.785027,24.5
R160,4410,link,,LRP030b,22.756194,91.785222,169.0
R160,4411,link,,LRP031,22.757306,91.785333,315.0
R160,4412,bridge,D,LRP031a,22.759528,91.787277,18.47
R160,4413,link,,LRP031b,22.761917,91.789555,455.0
R160,4414,link,,LRP031c,22.765639,91.791277,25.0
R160,4415,link,,LRP032,22.766056,91.791555,284.0
R160,4416,bridge,A,LRP032a,22.768249,91.792583,4.2
R160,4417,link,,LRP032b,22.769722,91.793333,482.0
R160,4418,link,,LRP033,22.773444,91.79525,1000.0
R160,4419,link,,LRP034,22.781833,91.796694,980.0
R160,4420,link,,LRP035,22.788222,91.799139,853.0
R160,4421,bridge,C,LRP035a,22.789694,91.806889,22.8
R160,4422,link,,LRP035b,22.78975,91.807139,190.0
R160,4423,link,,LRP036,22.790194,91.809083,422.0
R160,4424,bridge,A,LRP036a,22.79275,91.811139,6.1
R160,4425,link,,LRP037,22.795833,91.814583,955.0
R160,4426,link,,LRP038,22.800083,91.821388,568.0
R160,4427,link,,LRP038a,22.804528,91.823527,26.0
R160,4428,bridge,B,LRP038b,22.804722,91.823666,24.5
R160,4429,link,,LRP038c,22.805842,91.824462,160.0
R160,4430,sink,,LRP039,22.807028,91.825305,
R161,4431,source,,LRP022,22.467694,92.12961,185.0
R161,4432,link,,LRP022a,22.466139,92.129944,356.0
R161,4433,link,,LRP022b,22.462589,92.132803,360.0
R161,4434,link,,LRP022c,22.459,92.135694,19.0
R161,4435,link,,LRP022d,22.458833,92.135777,80.0
R161,4436,link,,LRP023,22.45825,92.136055,442.0
R161,4437,link,,LRP024,22.457917,92.136333,112.0
R161,4438,link,,LRP024a,22.450972,92.138444,918.0
R161,4439,link,,LRP025,22.446,92.139166,55.0
R161,4440,link,,LRP025a,22.445639,92.139416,561.0
R161,4441,link,,LRP025b,22.441389,92.142111,392.0
R161,4442,link,,LRP026,22.438277,92.143666,1000.0
R161,4443,link,,LRP027,22.430805,92.147889,1000.0
R161,4444,link,,LRP028,22.423194,92.150056,1025.0
R161,4445,link,,LRP029,22.416028,92.152583,270.0
R161,4446,link,,LRP029a,22.414333,92.154194,742.0
R161,4447,link,,LRP030,22.408917,92.157056,1000.0
R161,4448,link,,LRP031,22.402167,92.152722,1000.0
R161,4449,link,,LRP032,22.391194,92.150222,1027.0
R161,4450,link,,LRP033,22.385389,92.151389,1028.0
R161,4451,link,,LRP034,22.379583,92.146139,329.0
R161,4452,link,,LRP034a,22.377305,92.1445,33.0
R161,4453,link,,LRP034b,22.377027,92.144444,176.0
R161,4454,link,,LRP034c,22.375472,92.144277,481.0
R161,4455,link,,LRP035,22.371555,92.14275,370.0
R161,4456,bridge,A,LRP035a,22.368277,92.1425,18.4
R161,4457,link,,LRP035b,22.368027,92.142472,601.0
R161,4458,link,,LRP036,22.363,92.141527,721.0
R161,4459,link,,LRP036a,22.357861,92.139,4.0
R161,4460,link,,LRP036b,22.35775,92.138861,275.0
R161,4461,link,,LRP037,22.356361,92.137027,825.0
R161,4462,bridge,A,LRP037a,22.355667,92.132888,18.29
R161,4463,link,,LRP037b,22.353417,92.132166,66.0
R161,4464,bridge,B,LRP037c,22.352917,92.132444,103.0
R161,4465,link,,LRP038,22.352444,92.132777,49.0
R161,4466,link,,LRP038a,22.352111,92.133027,951.0
R161,4467,link,,LRP039,22.344944,92.137666,239.0
R161,4468,bridge,C,LRP039a,22.343194,92.138972,105.7
R161,4469,link,,LRP039b,22.343083,92.139083,148.0
R161,4470,link,,LRP039c,22.341916,92.139361,103.0
R161,4471,link,,LRP039d,22.341055,92.139,493.0
R161,4472,link,,LRP040,22.335389,92.1395,1000.0
R161,4473,link,,LRP041,22.326583,92.140889,257.0
R161,4474,bridge,A,LRP041a,22.325694,92.14125,15.36
R161,4475,link,,LRP041b,22.324833,92.141444,365.0
R161,4476,link,,LRP042,22.324722,92.144166,1012.0
R161,4477,link,,LRP043,22.318055,92.149139,294.0
R161,4478,bridge,C,LRP043a,22.316,92.150806,12.4
R161,4479,bridge,B,LRP043b,22.315889,92.150806,15.6
R161,4480,link,,LRP043c,22.313361,92.151194,23.0
R161,4481,bridge,C,LRP043d,22.31325,92.151306,12.4
R161,4482,link,,LRP043e,22.310667,92.152778,34.0
R161,4483,link,,LRP044,22.310528,92.152972,7.0
R161,4484,link,,LRP044a,22.3105,92.153083,291.0
R161,4485,link,,LRP044b,22.309222,92.155139,15.0
R161,4486,link,,LRP044c,22.309222,92.15525,48.0
R161,4487,link,,LRP044d,22.309222,92.155722,19.0
R161,4488,link,,LRP044e,22.309194,92.155889,478.0
R161,4489,link,,LRP044f,22.306833,92.159056,142.0
R161,4490,link,,LRP045,22.305889,92.158694,18.0
R161,4491,bridge,C,LRP045a,22.30575,92.158639,18.5
R161,4492,link,,LRP045b,22.305667,92.158583,197.0
R161,4493,bridge,C,LRP045c,22.304083,92.158972,21.6
R161,4494,link,,LRP045d,22.303944,92.159028,83.0
R161,4495,bridge,C,LRP045e,22.303222,92.159083,15.5
R161,4496,link,,LRP045f,22.303111,92.159111,277.0
R161,4497,link,,LRP045g,22.301139,92.157833,199.0
R161,4498,link,,LRP045h,22.299694,92.157639,130.0
R161,4499,link,,LRP045i,22.298666,92.157417,19.0
R161,4500,link,,LRP045j,22.298527,92.157333,95.0
R161,4501,link,,LRP046,22.297805,92.157333,112.0
R161,4502,bridge,A,LRP046a,22.296972,92.157361,18.4
R161,4503,link,,LRP046b,22.295444,92.157806,670.0
R161,4504,link,,LRP047,22.290139,92.158944,283.0
R161,4505,bridge,A,LRP047a,22.287861,92.159083,36.56
R161,4506,link,,LRP047b,22.28775,92.159,264.0
R161,4507,link,,LRP047c,22.285472,92.158583,20.0
R161,4508,link,,LRP047d,22.285277,92.158556,395.0
R161,4509,link,,LRP047e,22.282638,92.157944,18.0
R161,4510,link,,LRP047f,22.282434,92.157967,4.0
R161,4511,link,,LRP048,22.282388,92.157972,152.0
R161,4512,bridge,A,LRP048a,22.281194,92.15775,1.1
R161,4513,bridge,C,LRP048b,22.280833,92.157611,1.0
R161,4514,link,,LRP048c,22.27886,92.157667,19.0
R161,4515,link,,LRP048d,22.278833,92.1575,119.0
R161,4516,link,,LRP048e,22.278027,92.156833,13.0
R161,4517,link,,LRP048f,22.277916,92.15675,369.0
R161,4518,link,,LRP049,22.274749,92.156944,461.0
R161,4519,bridge,A,LRP049a,22.271305,92.15475,21.2
R161,4520,link,,LRP049b,22.271055,92.154583,355.0
R161,4521,link,,LRP049c,22.268166,92.153194,150.0
R161,4522,link,,LRP050,22.26711,92.153194,124.0
R161,4523,bridge,A,LRP050a,22.266472,92.152583,2.8
R161,4524,bridge,C,LRP050b,22.264528,92.151722,18.2
R161,4525,link,,LRP051,22.259722,92.154417,88.0
R161,4526,bridge,B,LRP051a,22.259194,92.154833,12.4
R161,4527,link,,LRP051b,22.257778,92.155333,21.0
R161,4528,link,,LRP051c,22.257583,92.155333,254.0
R161,4529,link,,LRP051d,22.255528,92.155278,36.0
R161,4530,link,,LRP051e,22.255306,92.15525,152.0
R161,4531,link,,LRP051f,22.254417,92.156194,141.0
R161,4532,link,,LRP051g,22.254694,92.157389,9.0
R161,4533,link,,LRP051h,22.254694,92.157444,117.0
R161,4534,link,,LRP052,22.254306,92.158528,678.0
R161,4535,link,,LRP052a,22.254444,92.164639,271.0
R161,4536,link,,LRP052b,22.253722,92.166944,20.0
R161,4537,link,,LRP052c,22.253639,92.16711,31.0
R161,4538,link,,LRP053,22.253389,92.167416,409.0
R161,4539,bridge,B,LRP053a,22.252806,92.170972,15.08
R161,4540,link,,LRP053b,22.252806,92.171083,582.0
R161,4541,link,,LRP054,22.251889,92.175083,1000.0
R161,4542,link,,LRP055,22.244111,92.178638,201.0
R161,4543,link,,LRP056,22.242972,92.179472,69.0
R161,4544,bridge,A,LRP056a,22.242444,92.17961,1.0
R161,4545,bridge,A,LRP056b,22.242389,92.179777,1.2
R161,4546,bridge,D,LRP056c,22.235916,92.183277,40.0
R161,4547,link,,LRP057,22.235611,92.183722,83.0
R161,4548,bridge,A,LRP057a,22.235194,92.184389,1.0
R161,4549,link,,LRP057b,22.234055,92.183583,325.0
R161,4550,link,,LRP057c,22.231416,92.184222,404.0
R161,4551,link,,LRP058,22.231138,92.186583,21.0
R161,4552,bridge,A,LRP058a,22.231138,92.186777,1.0
R161,4553,bridge,A,LRP058b,22.231138,92.189194,1.5
R161,4554,link,,LRP058c,22.23061,92.191194,444.0
R161,4555,link,,LRP058d,22.228333,92.194389,21.0
R161,4556,link,,LRP058e,22.228222,92.194472,69.0
R161,4557,link,,LRP059,22.227777,92.19475,416.0
R161,4558,bridge,B,LRP059a,22.224666,92.196889,9.1
R161,4559,bridge,A,LRP059b,22.223138,92.198916,1.2
R161,4560,bridge,C,LRP059c,22.222944,92.199305,3.0
R161,4561,link,,LRP059d,22.223388,92.20025,149.0
R161,4562,link,,LRP060,22.223194,92.201556,417.0
R161,4563,link,,LRP060a,22.221055,92.204417,598.0
R161,4564,link,,LRP061,22.21786,92.208694,645.0
R161,4565,link,,LRP061a,22.2125,92.210972,38.0
R161,4566,link,,LRP061b,22.212167,92.211028,319.0
R161,4567,link,,LRP062,22.209389,92.211694,86.0
R161,4568,link,,LRP062a,22.208722,92.211972,13.0
R161,4569,link,,LRP062b,22.208667,92.212056,289.0
R161,4570,link,,LRP062c,22.207083,92.214278,167.0
R161,4571,link,,LRP062d,22.206194,92.2155,321.0
R161,4572,link,,LRP062e,22.2035,92.216611,124.0
R161,4573,link,,LRP063,22.202639,92.21736,163.0
R161,4574,link,,LRP063a,22.201444,92.218083,693.0
R161,4575,link,,LRP063b,22.197258,92.217163,144.0
R161,4576,link,,LRP064,22.196389,92.216972,32.0
R161,4577,link,,LRP064a,22.196277,92.217166,315.0
R161,4578,sink,,LRPE,22.195972,92.19625,
R163,4579,source,,LRPS,22.394389,91.868416,60.0
R163,4580,link,,LRPSa,22.394916,91.868527,893.0
R163,4581,link,,LRPSb,22.402389,91.867444,47.0
R163,4582,link,,LRP001,22.402611,91.867027,832.0
R163,4583,link,,LRP001a,22.407917,91.862083,82.0
R163,4584,link,,LRP002,22.408639,91.862194,1000.0
R163,4585,link,,LRP003,22.418805,91.866278,216.0
R163,4586,link,,LRP003a,22.41711,91.865639,550.0
R163,4587,link,,LRP003b,22.423499,91.866777,331.0
R163,4588,link,,LRP004,22.426222,91.868333,597.0
R163,4589,bridge,C,LRP004a,22.431083,91.870666,10.8
R163,4590,link,,LRP004b,22.431277,91.870722,294.0
R163,4591,link,,LRP004c,22.433472,91.87211,85.0
R163,4592,link,,LRP005,22.434055,91.872583,137.0
R163,4593,bridge,C,LRP005a,22.434972,91.873416,200.45
R163,4594,link,,LRP006,22.435694,91.880749,248.0
R163,4595,link,,LRP006a,22.435944,91.883166,744.0
R163,4596,link,,LRP007,22.434611,91.890166,327.0
R163,4597,link,,LRP007a,22.436555,91.893389,142.0
R163,4598,link,,LRP007b,22.436833,91.894694,558.0
R163,4599,link,,LRP008,22.436889,91.900167,1000.0
R163,4600,link,,LRP009,22.437027,91.900222,111.0
R163,4601,link,,LRP009a,22.441389,91.909222,722.0
R163,4602,link,,LRP009b,22.442139,91.916194,171.0
R163,4603,link,,LRP010,22.442305,91.917666,626.0
R163,4604,link,,LRP010a,22.4425,91.923722,25.0
R163,4605,link,,LRP010b,22.4425,91.923972,702.0
R163,4606,link,,LRP010c,22.4435,91.930305,15.0
R163,4607,link,,LRP011,22.443557,91.930486,385.0
R163,4608,bridge,B,LRP011a,22.445027,91.935139,24.97
R163,4609,link,,LRP012,22.445083,91.936,165.0
R163,4610,link,,LRP012a,22.445944,91.937111,835.0
R163,4611,link,,LRP013,22.450694,91.942777,45.0
R163,4612,bridge,B,LRP013a,22.450833,91.943166,22.3
R163,4613,link,,LRP013b,22.4515,91.945639,28.0
R163,4614,link,,LRP013c,22.451528,91.94575,567.0
R163,4615,link,,LRP013d,22.45375,91.950611,113.0
R163,4616,link,,LRP014,22.454222,91.954306,590.0
R163,4617,link,,LRP014a,22.456,91.956861,530.0
R163,4618,link,,LRP014b,22.457472,91.9615,63.0
R163,4619,link,,LRP015,22.457722,91.962028,498.0
R163,4620,link,,LRP015a,22.459222,91.966583,329.0
R163,4621,link,,LRP016,22.459639,91.969694,745.0
R163,4622,link,,LRP016a,22.460556,91.976666,380.0
R163,4623,link,,LRP017,22.461056,91.980333,881.0
R163,4624,link,,LRP018,22.461722,91.997194,1000.0
R163,4625,link,,LRP019,22.462306,91.998444,999.0
R163,4626,link,,LRP020,22.46025,92.007778,853.0
R163,4627,link,,LRP020b,22.458444,92.011611,147.0
R163,4628,link,,LRP021,22.456806,92.016444,397.0
R163,4629,link,,LRP021a,22.457278,92.020222,603.0
R163,4630,link,,LRP022,22.458083,92.025944,884.0
R163,4631,bridge,A,LRP022a,22.459806,92.034055,10.8
R163,4632,link,,LRP022b,22.460028,92.034916,28.0
R163,4633,link,,LRP023,22.460083,92.035139,824.0
R163,4634,link,,LRP023a,22.463056,92.04225,211.0
R163,4635,link,,LRP024,22.462875,92.044362,147.0
R163,4636,link,,LRP024a,22.46275,92.045833,435.0
R163,4637,link,,LRP024b,22.463917,92.049611,418.0
R163,4638,link,,LRP025,22.465444,92.053278,126.0
R163,4639,bridge,A,LRP025a,22.465833,92.05425,1.1
R163,4640,link,,LRP025b,22.466944,92.057833,70.0
R163,4641,link,,LRP025c,22.466944,92.058444,32.0
R163,4642,link,,LRP025d,22.466957,92.058728,37.0
R163,4643,link,,LRP025e,22.466972,92.059056,399.0
R163,4644,link,,LRP026,22.467916,92.062611,119.0
R163,4645,bridge,A,LRP026a,22.467972,92.063778,14.0
R163,4646,link,,LRP026b,22.468083,92.065333,713.0
R163,4647,link,,LRP027,22.465056,92.07136,405.0
R163,4648,bridge,A,LRP027a,22.46325,92.074777,32.5
R163,4649,link,,LRP027b,22.463194,92.074972,288.0
R163,4650,link,,LRP027c,22.462722,92.077694,271.0
R163,4651,link,,LRP028,22.462361,92.080277,165.0
R163,4652,link,,LRP028a,22.462083,92.08186,615.0
R163,4653,bridge,D,LRP028b,22.461167,92.087722,18.73
R163,4654,link,,LRP029,22.461167,92.089833,390.0
R163,4655,link,,LRP029a,22.461222,92.093583,640.0
R163,4656,link,,LRP030,22.461806,92.099611,32.0
R163,4657,link,,LRP030a,22.461806,92.099944,968.0
R163,4658,link,,LRP031,22.463028,92.109278,1000.0
R163,4659,link,,LRP032,22.464389,92.118833,239.0
R163,4660,link,,LRP032a,22.465,92.120833,761.0
R163,4661,link,,LRP033,22.468472,92.127194,229.0
R163,4662,sink,,LRPE,22.469583,92.129055,
R170,4663,source,,LRPS,22.291833,91.982333,637.0
R170,4664,bridge,A,LRPSa,22.28925,91.978333,2.5
R170,4665,link,,LRPSb,22.287333,91.978277,147.0
R170,4666,link,,LRP001,22.286083,91.978777,64.0
R170,4667,bridge,A,LRP001a,22.285527,91.978777,1.8
R170,4668,link,,LRP001b,22.28425,91.978722,213.0
R170,4669,link,,LRP001c,22.283027,91.977444,575.0
R170,4670,link,,LRP002,22.279555,91.974722,93.0
R170,4671,bridge,C,LRP002a,22.27936,91.973916,5.8
R170,4672,bridge,A,LRP002b,22.277749,91.973083,0.8
R170,4673,bridge,A,LRP002c,22.276277,91.972583,19.3
R170,4674,link,,LRP002d,22.27611,91.972499,258.0
R170,4675,bridge,A,LRP002e,22.273833,91.972583,3.0
R170,4676,bridge,A,LRP002f,22.272166,91.972888,6.0
R170,4677,link,,LRP003,22.271999,91.973055,165.0
R170,4678,bridge,A,LRP003a,22.270555,91.973388,9.0
R170,4679,link,,LRP003b,22.269027,91.973499,658.0
R170,4680,link,,LRP004,22.263528,91.973527,243.0
R170,4681,bridge,C,LRP004a,22.262278,91.971999,1.2
R170,4682,bridge,D,LRP004b,22.258444,91.970027,9.1
R170,4683,link,,LRP005,22.2565,91.968944,200.0
R170,4684,bridge,A,LRP005a,22.255,91.967999,1.5
R170,4685,bridge,A,LRP005b,22.249694,91.965444,7.4
R170,4686,link,,LRP006,22.248611,91.964611,403.0
R170,4687,link,,LRP006a,22.246889,91.961972,107.0
R170,4688,link,,LRP006b,22.246333,91.961306,490.0
R170,4689,link,,LRP007,22.244916,91.957056,180.0
R170,4690,link,,LRP007a,22.243916,91.955722,515.0
R170,4691,link,,LRP007b,22.241889,91.951778,305.0
R170,4692,link,,LRP008,22.241472,91.948861,162.0
R170,4693,link,,LRP008a,22.241472,91.947777,243.0
R170,4694,bridge,A,LRP008b,22.241611,91.944944,15.2
R170,4695,link,,LRP008c,22.241055,91.943944,13.0
R170,4696,link,,LRP008d,22.241111,91.943889,460.0
R170,4697,link,,LRP009,22.241944,91.940166,295.0
R170,4698,link,,LRP009a,22.241472,91.937416,705.0
R170,4699,link,,LRP010,22.240111,91.931249,265.0
R170,4700,link,,LRP010a,22.238805,91.929194,195.0
R170,4701,link,,LRP010b,22.238472,91.928583,540.0
R170,4702,link,,LRP011,22.233722,91.927027,228.0
R170,4703,bridge,A,LRP011a,22.233249,91.925083,1.0
R170,4704,bridge,A,LRP011b,22.233027,91.923194,1.0
R170,4705,bridge,C,LRP011c,22.232972,91.923055,9.2
R170,4706,link,,LRP011d,22.231888,91.921499,227.0
R170,4707,bridge,A,LRP011e,22.230305,91.919555,1.4
R170,4708,link,,LRP012,22.229749,91.918888,1000.0
R170,4709,link,,LRP013,22.222916,91.914583,795.0
R170,4710,bridge,A,LRP013a,22.220666,91.909056,0.8
R170,4711,link,,LRP014,22.220888,91.906944,750.0
R170,4712,link,,LRP015,22.224444,91.901917,197.0
R170,4713,bridge,C,LRP015a,22.224416,91.900028,36.5
R170,4714,link,,LRP015b,22.224416,91.899694,250.0
R170,4715,bridge,D,LRP015c,22.224305,91.897305,16.0
R170,4716,link,,LRP015d,22.224305,91.897083,490.0
R170,4717,link,,LRP016,22.223777,91.892416,26.0
R170,4718,bridge,C,LRP016a,22.223749,91.892139,9.2
R170,4719,link,,LRP016b,22.223722,91.891944,265.0
R170,4720,link,,LRP016c,22.223305,91.889444,690.0
R170,4721,link,,LRP017,22.222944,91.882777,55.0
R170,4722,bridge,D,LRP017a,22.222916,91.882222,9.0
R170,4723,link,,LRP017b,22.222749,91.878888,165.0
R170,4724,link,,LRP017c,22.221555,91.879666,435.0
R170,4725,link,,LRP018,22.218194,91.881999,195.0
R170,4726,bridge,A,LRP018a,22.216805,91.882999,4.6
R170,4727,link,,LRP019,22.210583,91.887277,98.0
R170,4728,bridge,C,LRP019a,22.209806,91.887722,6.0
R170,4729,link,,LRP020,22.207639,91.889333,304.0
R170,4730,link,,LRP020a,22.205417,91.890972,656.0
R170,4731,link,,LRP020b,22.199861,91.894305,50.0
R170,4732,link,,LRP021,22.199277,91.893083,265.0
R170,4733,link,,LRP021a,22.196944,91.893277,430.0
R170,4734,link,,LRP021b,22.193777,91.893666,176.0
R170,4735,link,,LRP021c,22.191611,91.894166,24.0
R170,4736,link,,LRP021d,22.191472,91.894277,115.0
