scenario,replication,seed,average_driving_time,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
2,1,1608637542,485.9073935772965,485.95848441269874,1.1151984292437949,0.35265670794525195,485.26727726512604,486.64969156027144
2,2,1273642419,485.7503725782414,485.95848441269874,1.1151984292437949,0.35265670794525195,485.26727726512604,486.64969156027144
2,3,1935803228,484.4590773809524,485.95848441269874,1.1151984292437949,0.35265670794525195,485.26727726512604,486.64969156027144
2,4,787846414,487.11260253542133,485.95848441269874,1.1151984292437949,0.35265670794525195,485.26727726512604,486.64969156027144
2,5,996406378,486.5398361876396,485.95848441269874,1.1151984292437949,0.35265670794525195,485.26727726512604,486.64969156027144
2,6,1201263687,484.6371747211896,485.95848441269874,1.1151984292437949,0.35265670794525195,485.26727726512604,486.64969156027144
2,7,423734972,485.37713437268,485.95848441269874,1.1151984292437949,0.35265670794525195,485.26727726512604,486.64969156027144
2,8,415968276,484.9903129657228,485.95848441269874,1.1151984292437949,0.35265670794525195,485.26727726512604,486.64969156027144
2,9,670094950,487.5059435364042,485.95848441269874,1.1151984292437949,0.35265670794525195,485.26727726512604,486.64969156027144
2,10,1914837113,487.3049962714392,485.95848441269874,1.1151984292437949,0.35265670794525195,485.26727726512604,486.64969156027144
