scenario,replication,seed,average_driving_time,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
7,1,1608637542,1648.991899189919,1650.1388089855784,4.2121810128122945,1.3320085917401736,1647.5280721457677,1652.749545825389
7,2,1273642419,1652.1974522292994,1650.1388089855784,4.2121810128122945,1.3320085917401736,1647.5280721457677,1652.749545825389
7,3,1935803228,1655.1873303167422,1650.1388089855784,4.2121810128122945,1.3320085917401736,1647.5280721457677,1652.749545825389
7,4,787846414,1644.67533632287,1650.1388089855784,4.2121810128122945,1.3320085917401736,1647.5280721457677,1652.749545825389
7,5,996406378,1649.07367475292,1650.1388089855784,4.2121810128122945,1.3320085917401736,1647.5280721457677,1652.749545825389
7,6,1201263687,1651.5138516532618,1650.1388089855784,4.2121810128122945,1.3320085917401736,1647.5280721457677,1652.749545825389
7,7,423734972,1643.7853260869565,1650.1388089855784,4.2121810128122945,1.3320085917401736,1647.5280721457677,1652.749545825389
7,8,415968276,1649.9640610961367,1650.1388089855784,4.2121810128122945,1.3320085917401736,1647.5280721457677,1652.749545825389
7,9,670094950,1648.5836330935251,1650.1388089855784,4.2121810128122945,1.3320085917401736,1647.5280721457677,1652.749545825389
7,10,1914837113,1657.4155251141553,1650.1388089855784,4.2121810128122945,1.3320085917401736,1647.5280721457677,1652.749545825389
