bridge_id,mean_total_delay,std,ci95
798,38179.84751925491,2017.1557817882833,1250.2461065023997
16,21141.16605238705,545.8729578033533,338.33556451130977
64,19381.7448805366,768.637940165223,476.4067310406955
666,18389.56391950846,1880.4923616558171,1165.5412411347675
643,18307.674604631073,642.6986642687187,398.34875913445717
1018,17069.536780592047,905.2391074896509,561.073011718156
1090,9971.110982377899,477.82613097990696,296.15970429072013
1000,9775.17200636027,478.34781197420403,296.4830455209041
1130,9757.67852444108,539.1415465222753,334.1633925742604
950,9679.931155930057,704.9323500132978,436.9215971859014
