bridge_id,mean_total_delay,std,ci95
798,71997.38904438492,2409.6233073726326,1493.4999990478018
64,40567.73863594926,1631.9595024627363,1011.4989790797331
16,40293.60122006134,2463.474060131592,1526.8770414046517
666,36288.51022739826,1654.381801245769,1025.3964638478494
643,36042.69085943424,866.7635163182878,537.2255932432531
1018,34147.034386876236,1306.5580166037087,809.8130486134836
62,20294.18718791088,2005.9091649491938,1243.2753811665855
950,19098.23547753174,886.6191952451018,549.5322705432102
1000,18942.801109247506,809.1759985481758,501.5324799372541
1130,18508.453037841115,780.594173851622,483.8172814552009
