scenario,replication,seed,average_driving_time,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
8,1,1608637542,2868.1330221703615,2866.938191530168,7.756328996654828,2.452766591103778,2862.1307690116046,2871.745614048731
8,2,1273642419,2866.4147465437786,2866.938191530168,7.756328996654828,2.452766591103778,2862.1307690116046,2871.745614048731
8,3,1935803228,2871.4942263279445,2866.938191530168,7.756328996654828,2.452766591103778,2862.1307690116046,2871.745614048731
8,4,787846414,2881.83780630105,2866.938191530168,7.756328996654828,2.452766591103778,2862.1307690116046,2871.745614048731
8,5,996406378,2863.963700234192,2866.938191530168,7.756328996654828,2.452766591103778,2862.1307690116046,2871.745614048731
8,6,1201263687,2872.1745664739883,2866.938191530168,7.756328996654828,2.452766591103778,2862.1307690116046,2871.745614048731
8,7,423734972,2864.9608294930877,2866.938191530168,7.756328996654828,2.452766591103778,2862.1307690116046,2871.745614048731
8,8,415968276,2855.7394285714286,2866.938191530168,7.756328996654828,2.452766591103778,2862.1307690116046,2871.745614048731
8,9,670094950,2869.001161440186,2866.938191530168,7.756328996654828,2.452766591103778,2862.1307690116046,2871.745614048731
8,10,1914837113,2855.662427745665,2866.938191530168,7.756328996654828,2.452766591103778,2862.1307690116046,2871.745614048731
