scenario,replication,seed,average_driving_time,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
6,1,1608637542,1415.3434256055364,1413.6308005568853,7.340848820429928,2.3213802231518956,1409.0808953195076,1418.180705794263
6,2,1273642419,1407.0128755364806,1413.6308005568853,7.340848820429928,2.3213802231518956,1409.0808953195076,1418.180705794263
6,3,1935803228,1417.2454780361757,1413.6308005568853,7.340848820429928,2.3213802231518956,1409.0808953195076,1418.180705794263
6,4,787846414,1421.8671268334772,1413.6308005568853,7.340848820429928,2.3213802231518956,1409.0808953195076,1418.180705794263
6,5,996406378,1426.7633187772926,1413.6308005568853,7.340848820429928,2.3213802231518956,1409.0808953195076,1418.180705794263
6,6,1201263687,1417.7377049180327,1413.6308005568853,7.340848820429928,2.3213802231518956,1409.0808953195076,1418.180705794263
6,7,423734972,1405.8896551724138,1413.6308005568853,7.340848820429928,2.3213802231518956,1409.0808953195076,1418.180705794263
6,8,415968276,1405.426116838488,1413.6308005568853,7.340848820429928,2.3213802231518956,1409.0808953195076,1418.180705794263
6,9,670094950,1411.361111111111,1413.6308005568853,7.340848820429928,2.3213802231518956,1409.0808953195076,1418.180705794263
6,10,1914837113,1407.6611927398444,1413.6308005568853,7.340848820429928,2.3213802231518956,1409.0808953195076,1418.180705794263
