scenario,replication,seed,average_driving_time,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
3,1,1608637542,631.2277904328018,634.8498157549409,2.7315263137768446,0.8637844640218598,633.156798205458,636.5428333044238
3,2,1273642419,638.960516324981,634.8498157549409,2.7315263137768446,0.8637844640218598,633.156798205458,636.5428333044238
3,3,1935803228,634.2156416097191,634.8498157549409,2.7315263137768446,0.8637844640218598,633.156798205458,636.5428333044238
3,4,787846414,633.2835249042146,634.8498157549409,2.7315263137768446,0.8637844640218598,633.156798205458,636.5428333044238
3,5,996406378,637.0372907153729,634.8498157549409,2.7315263137768446,0.8637844640218598,633.156798205458,636.5428333044238
3,6,1201263687,635.5793893129771,634.8498157549409,2.7315263137768446,0.8637844640218598,633.156798205458,636.5428333044238
3,7,423734972,632.2649962034928,634.8498157549409,2.7315263137768446,0.8637844640218598,633.156798205458,636.5428333044238
3,8,415968276,633.7012195121952,634.8498157549409,2.7315263137768446,0.8637844640218598,633.156798205458,636.5428333044238
3,9,670094950,639.0942528735632,634.8498157549409,2.7315263137768446,0.8637844640218598,633.156798205458,636.5428333044238
3,10,1914837113,633.1335356600911,634.8498157549409,2.7315263137768446,0.8637844640218598,633.156798205458,636.5428333044238
