scenario,replication,route_length_km,driving_time_min,source_id,source_name,sink_id,sink_name
1,1,11.472700000000001,15,1340,LRPS,2684,LRP048
1,1,3.4356,5,2777,LRPE,2943,LRPE
1,1,12.442999999999998,16,1340,LRPS,2225,LRPE
1,1,9.086,11,2225,LRPE,1,LRPS
1,1,10.056299999999997,13,1,LRPS,2684,LRP048
1,1,12.443,16,2225,LRPE,1340,LRPS
1,1,26.264310000000002,33,2943,LRPE,2444,LRPE
1,1,9.086,12,1,LRPS,2225,LRPE
1,1,26.264310000000002,33,2943,LRPE,2444,LRPE
1,1,10.056299999999997,13,1,LRPS,2684,LRP048
1,1,21.529,26,1340,LRPS,1,LRPS
1,1,39.41732999999999,50,2445,LRPS,2567,LRPE
1,1,33.833580000000005,43,2685,LRPS,2943,LRPE
1,1,30.397980000000004,38,2685,LRPS,2777,LRPE
1,1,47.17314999999999,59,2225,LRPE,3120,LRPE
1,1,40.31045,50,2684,LRP048,2568,LRPS
1,1,23.69175,30,2943,LRPE,3120,LRPE
1,1,48.14344999999999,61,2684,LRP048,3120,LRPE
1,1,3.4356,5,2943,LRPE,2777,LRPE
1,1,47.93777999999999,60,2444,LRPE,2567,LRPE
1,1,40.40819999999997,50,3120,LRPE,2944,LRPS
1,1,3.4356,5,2777,LRPE,2943,LRPE
1,1,56.25914999999999,71,1,LRPS,3120,LRPE
1,1,47.93777999999999,60,2444,LRPE,2567,LRPE
1,1,47.93778,60,2567,LRPE,2444,LRPE
1,1,3.4356,5,2943,LRPE,2777,LRPE
1,1,12.442999999999998,16,1340,LRPS,2225,LRPE
1,1,41.280750000000005,52,2568,LRPS,2225,LRPE
1,1,62.02809,78,2444,LRPE,2226,LRPS
1,1,51.78315,64,1340,LRPS,2568,LRPS
1,1,56.25915,70,3120,LRPE,1,LRPS
1,1,40.40819999999997,50,3120,LRPE,2944,LRPS
1,1,60.19092000000001,76,1,LRPS,2444,LRPE
1,1,48.14344999999999,61,2684,LRP048,3120,LRPE
1,1,57.52533,72,2685,LRPS,3120,LRPE
1,1,26.264309999999995,33,2444,LRPE,2943,LRPE
1,1,47.17314999999999,59,2225,LRPE,3120,LRPE
1,1,12.442999999999998,16,1340,LRPS,2225,LRPE
1,1,33.833580000000005,42,2943,LRPE,2685,LRPS
1,1,57.619899999999994,73,2778,LRPS,2777,LRPE
1,1,49.95606000000001,63,3120,LRPE,2444,LRPE
1,1,70.86489999999999,89,2943,LRPE,2225,LRPE
1,1,47.93777999999999,60,2444,LRPE,2567,LRPE
1,1,56.25914999999999,71,1,LRPS,3120,LRPE
1,1,21.528999999999996,27,1,LRPS,1340,LRPS
1,1,54.1843,68,2943,LRPE,2778,LRPS
