scenario,replication,seed,average_driving_time,average_distance_km,time_per_km,shortest_route_km,longest_route_km,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
0,1,1608637542,145.80686904498117,116.42046251540135,1.252416163745203,3.4356,365.9538100000004,145.5509063777266,0.4022139512217822,0.12719121925566962,145.3016115879855,145.8002011674677
0,2,1273642419,145.53429874673398,116.21192707851837,1.25231809165684,3.4356,365.9538100000004,145.5509063777266,0.4022139512217822,0.12719121925566962,145.3016115879855,145.8002011674677
0,3,1935803228,144.9748979953876,115.76177095396567,1.252355564368819,3.4356,365.9538100000004,145.5509063777266,0.4022139512217822,0.12719121925566962,145.3016115879855,145.8002011674677
0,4,787846414,145.6734748128129,116.31979428691783,1.2523532706178144,3.4356,365.9538100000004,145.5509063777266,0.4022139512217822,0.12719121925566962,145.3016115879855,145.8002011674677
0,5,996406378,146.18960705267355,116.73351803127761,1.2523361714627967,3.4356,365.9538100000004,145.5509063777266,0.4022139512217822,0.12719121925566962,145.3016115879855,145.8002011674677
0,6,1201263687,145.82077979618964,116.43678973681997,1.2523600154709331,3.4356,365.9538100000004,145.5509063777266,0.4022139512217822,0.12719121925566962,145.3016115879855,145.8002011674677
0,7,423734972,145.0159911406423,115.79600066135139,1.2523402389754859,3.4356,365.9538100000004,145.5509063777266,0.4022139512217822,0.12719121925566962,145.3016115879855,145.8002011674677
0,8,415968276,145.11693887487274,115.87657247864472,1.2523406221876026,3.4356,365.9538100000004,145.5509063777266,0.4022139512217822,0.12719121925566962,145.3016115879855,145.8002011674677
0,9,670094950,145.84701343621126,116.46054192452786,1.2523298537519023,3.4356,365.9538100000004,145.5509063777266,0.4022139512217822,0.12719121925566962,145.3016115879855,145.8002011674677
0,10,1914837113,145.52919287676087,116.2072908651565,1.2523241166135493,3.4356,365.9538100000004,145.5509063777266,0.4022139512217822,0.12719121925566962,145.3016115879855,145.8002011674677
