scenario,replication,seed,average_driving_time,average_distance_km,time_per_km,shortest_route_km,longest_route_km,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
4,1,1608637542,513.5644243877215,112.08031949419464,4.582110639096833,3.4356,365.9538100000004,509.8490964477786,2.5194751601224072,0.7967280014204239,508.2875095649946,511.4106833305626
4,2,1273642419,511.62953221867366,111.92167391884354,4.571317728768653,3.4356,365.9538100000004,509.8490964477786,2.5194751601224072,0.7967280014204239,508.2875095649946,511.4106833305626
4,3,1935803228,512.4186766776162,112.23295615016433,4.565670318725414,3.4356,365.9538100000004,509.8490964477786,2.5194751601224072,0.7967280014204239,508.2875095649946,511.4106833305626
4,4,787846414,512.1494220468002,112.18798192181285,4.565100586297491,3.4356,365.9538100000004,509.8490964477786,2.5194751601224072,0.7967280014204239,508.2875095649946,511.4106833305626
4,5,996406378,508.2170502583372,111.21119479849732,4.569837156944241,3.4356,365.9538100000004,509.8490964477786,2.5194751601224072,0.7967280014204239,508.2875095649946,511.4106833305626
4,6,1201263687,506.31842525603685,110.7851680165375,4.570272666648445,3.4356,365.9538100000004,509.8490964477786,2.5194751601224072,0.7967280014204239,508.2875095649946,511.4106833305626
4,7,423734972,507.9823976717987,111.39440044827279,4.560214836900046,3.4356,365.9538100000004,509.8490964477786,2.5194751601224072,0.7967280014204239,508.2875095649946,511.4106833305626
4,8,415968276,506.79760063733073,111.17143367261856,4.558703471700883,3.4356,365.9538100000004,509.8490964477786,2.5194751601224072,0.7967280014204239,508.2875095649946,511.4106833305626
4,9,670094950,509.32201399652433,111.31445612183612,4.575524435380255,3.4356,365.9538100000004,509.8490964477786,2.5194751601224072,0.7967280014204239,508.2875095649946,511.4106833305626
4,10,1914837113,510.09142132694745,111.5734870432457,4.571797788566354,3.4356,365.9538100000004,509.8490964477786,2.5194751601224072,0.7967280014204239,508.2875095649946,511.4106833305626
