scenario,replication,route_length_km,driving_time_min,source_id,source_name,sink_id,sink_name
2,1,11.472700000000001,15,1340,LRPS,2684,LRP048
2,1,3.4356,5,2777,LRPE,2943,LRPE
2,1,12.442999999999998,16,1340,LRPS,2225,LRPE
2,1,12.443,16,2225,LRPE,1340,LRPS
2,1,9.086,12,1,LRPS,2225,LRPE
2,1,11.472700000000001,15,2684,LRP048,1340,LRPS
2,1,26.264310000000002,33,2943,LRPE,2444,LRPE
2,1,10.056299999999997,13,1,LRPS,2684,LRP048
2,1,11.472700000000001,15,2684,LRP048,1340,LRPS
2,1,9.086,11,2225,LRPE,1,LRPS
2,1,11.472700000000001,15,1340,LRPS,2684,LRP048
2,1,11.472700000000001,15,1340,LRPS,2684,LRP048
2,1,40.31045,50,2684,LRP048,2568,LRPS
2,1,48.14344999999999,61,2684,LRP048,3120,LRPE
2,1,40.31045,50,2684,LRP048,2568,LRPS
2,1,39.41732999999999,61,2445,LRPS,2567,LRPE
2,1,40.310449999999996,51,2568,LRPS,2684,LRP048
2,1,47.93777999999999,60,2444,LRPE,2567,LRPE
2,1,33.833580000000005,43,2685,LRPS,2943,LRPE
2,1,23.691750000000003,30,3120,LRPE,2943,LRPE
2,1,3.4356,5,2943,LRPE,2777,LRPE
2,1,40.40819999999999,51,2944,LRPS,3120,LRPE
2,1,10.056299999999998,12,2684,LRP048,1,LRPS
2,1,10.056299999999997,13,1,LRPS,2684,LRP048
2,1,22.828709999999997,29,2777,LRPE,2444,LRPE
2,1,26.264309999999995,45,2444,LRPE,2943,LRPE
2,1,60.19092000000001,76,1,LRPS,2444,LRPE
2,1,12.442999999999998,16,1340,LRPS,2225,LRPE
2,1,47.17314999999999,82,2225,LRPE,3120,LRPE
2,1,50.36675000000001,62,2568,LRPS,1,LRPS
2,1,21.528999999999996,27,1,LRPS,1340,LRPS
2,1,10.056299999999998,12,2684,LRP048,1,LRPS
2,1,10.056299999999997,13,1,LRPS,2684,LRP048
2,1,41.280750000000005,52,2568,LRPS,2225,LRPE
2,1,30.397980000000004,38,2685,LRPS,2777,LRPE
2,1,26.264310000000002,33,2943,LRPE,2444,LRPE
2,1,70.86489999999999,89,2943,LRPE,2225,LRPE
2,1,51.104920000000014,65,2444,LRPE,2225,LRPE
2,1,27.127350000000003,56,3120,LRPE,2777,LRPE
2,1,41.280750000000005,52,2568,LRPS,2225,LRPE
2,1,62.02809,95,2444,LRPE,2226,LRPS
2,1,41.280750000000005,52,2568,LRPS,2225,LRPE
2,1,49.95606000000001,83,3120,LRPE,2444,LRPE
2,1,40.40819999999997,50,3120,LRPE,2944,LRPS
2,1,74.20209,93,2943,LRPE,2567,LRPE
2,1,26.264309999999995,33,2444,LRPE,2943,LRPE
2,1,59.61615000000001,75,3120,LRPE,1340,LRPS
2,1,3.4356,5,2777,LRPE,2943,LRPE
2,1,54.18429999999999,68,2778,LRPS,2943,LRPE
2,1,41.28074999999999,51,2225,LRPE,2568,LRPS
2,1,10.056299999999997,13,1,LRPS,2684,LRP048
2,1,22.828709999999997,29,2777,LRPE,2444,LRPE
2,1,23.69175,30,2943,LRPE,3120,LRPE
2,1,80.44860999999996,101,2444,LRPE,2778,LRPS
2,1,10.056299999999998,12,2684,LRP048,1,LRPS
2,1,56.25915,108,3120,LRPE,1,LRPS
2,1,71.83520000000001,90,2943,LRPE,2684,LRP048
2,1,48.14344999999999,61,2684,LRP048,3120,LRPE
2,1,41.28074999999999,51,2225,LRPE,2568,LRPS
2,1,70.86489999999999,117,2225,LRPE,2943,LRPE
2,1,84.43603,107,2777,LRPE,1340,LRPS
2,1,50.36675000000001,62,2568,LRPS,1,LRPS
2,1,33.833580000000005,42,2943,LRPE,2685,LRPS
2,1,84.43602999999999,119,1340,LRPS,2777,LRPE
2,1,79.95089999999999,99,2943,LRPE,1,LRPS
2,1,96.66734999999997,120,2944,LRPS,1,LRPS
2,1,83.30789999999998,105,1340,LRPS,2943,LRPE
2,1,59.61615,75,1340,LRPS,3120,LRPE
2,1,47.93777999999999,60,2444,LRPE,2567,LRPE
2,1,11.472700000000001,15,1340,LRPS,2684,LRP048
2,1,60.19092000000001,76,1,LRPS,2444,LRPE
2,1,57.52533,72,2685,LRPS,3120,LRPE
2,1,33.833580000000005,43,2685,LRPS,2943,LRPE
2,1,33.833580000000005,54,2943,LRPE,2685,LRPS
2,1,96.66735000000007,120,1,LRPS,2944,LRPS
2,1,51.78314999999999,65,2568,LRPS,1340,LRPS
2,1,71.83519999999999,126,2684,LRP048,2943,LRPE
2,1,90.36426000000007,112,2444,LRPE,2944,LRPS
2,1,72.96333,92,2684,LRP048,2777,LRPE
2,1,84.85679999999998,134,2777,LRPE,2226,LRPS
2,1,39.41732999999999,75,2567,LRPE,2445,LRPS
2,1,11.472700000000001,15,2684,LRP048,1340,LRPS
2,1,48.14345000000001,61,3120,LRPE,2684,LRP048
2,1,98.07239999999999,123,2567,LRPE,2684,LRP048
2,1,39.41732999999999,63,2445,LRPS,2567,LRPE
2,1,70.86489999999999,89,2225,LRPE,2943,LRPE
2,1,27.127350000000003,34,3120,LRPE,2777,LRPE
2,1,57.52533,115,2685,LRPS,3120,LRPE
2,1,49.956059999999994,100,2444,LRPE,3120,LRPE
2,1,59.61615000000001,75,3120,LRPE,1340,LRPS
2,1,56.25915,70,3120,LRPE,1,LRPS
2,1,88.4539,111,2568,LRPS,3120,LRPE
2,1,41.28074999999999,51,2225,LRPE,2568,LRPS
2,1,26.264309999999995,33,2444,LRPE,2943,LRPE
2,1,79.95089999999999,99,2943,LRPE,1,LRPS
