scenario,replication,seed,average_driving_time,average_distance_km,time_per_km,shortest_route_km,longest_route_km,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
1,1,1608637542,151.89633605393897,116.09235780828826,1.3084094329859026,3.4356,365.9538100000004,151.92106323796207,0.5814201542440733,0.18386119649376864,151.56069529283428,152.28143118308986
1,2,1273642419,152.00687148113667,116.4628570492541,1.3051961400607786,3.4356,365.9538100000004,151.92106323796207,0.5814201542440733,0.18386119649376864,151.56069529283428,152.28143118308986
1,3,1935803228,152.1635710802784,116.49245447271784,1.3062096748585086,3.4356,365.9538100000004,151.92106323796207,0.5814201542440733,0.18386119649376864,151.56069529283428,152.28143118308986
1,4,787846414,152.5221458656617,116.53938504145627,1.3087605174113917,3.4356,365.9538100000004,151.92106323796207,0.5814201542440733,0.18386119649376864,151.56069529283428,152.28143118308986
1,5,996406378,152.42551210428306,116.57056928039498,1.3075814336776874,3.4356,365.9538100000004,151.92106323796207,0.5814201542440733,0.18386119649376864,151.56069529283428,152.28143118308986
1,6,1201263687,151.28792446138843,115.80563956246206,1.3063951378619025,3.4356,365.9538100000004,151.92106323796207,0.5814201542440733,0.18386119649376864,151.56069529283428,152.28143118308986
1,7,423734972,150.87057884939279,115.32883068522506,1.308177477851781,3.4356,365.9538100000004,151.92106323796207,0.5814201542440733,0.18386119649376864,151.56069529283428,152.28143118308986
1,8,415968276,151.7999911343588,116.14560764351387,1.3069800418133681,3.4356,365.9538100000004,151.92106323796207,0.5814201542440733,0.18386119649376864,151.56069529283428,152.28143118308986
1,9,670094950,152.73634993795426,117.02125897536118,1.3052017323631162,3.4356,365.9538100000004,151.92106323796207,0.5814201542440733,0.18386119649376864,151.56069529283428,152.28143118308986
1,10,1914837113,151.5013514112278,115.9665747441194,1.3064225768978346,3.4356,365.9538100000004,151.92106323796207,0.5814201542440733,0.18386119649376864,151.56069529283428,152.28143118308986
