id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,33990,0
1568,,N2,Intersection,-,0.0,31820,0
186,,N1,Intersection,-,0.0,31004,0
1359,,N2,Intersection,-,0.0,29785,0
18,,N1,Intersection,-,0.0,28998,0
184,,N1,Intersection,-,0.0,28119,0
23,,N1,Link,-,382.0,24296,2
26,,N1,Link,-,248.0,24295,1
25,,N1,Link,-,184.0,24295,0
24,,N1,Bridge,A,8.3,24295,0
22,,N1,Bridge,A,6.3,24295,0
21,,N1,Bridge,A,6.3,24295,0
20,,N1,Bridge,B,8.0,24295,1
28,,N1,Bridge,A,6.1,24294,0
27,,N1,Bridge,A,9.3,24294,0
19,,N1,Link,-,112.0,24294,0
1360,,N2,Bridge,C,19.0,23373,37
1365,,N2,Bridge,B,4.9,23351,29
1363,,N2,Link,-,1000.0,23349,4
1361,,N2,Link,-,214.0,23348,0
1362,,N2,Link,-,20.0,23348,0
1364,,N2,Link,-,162.0,23346,0
1373,,N2,Bridge,C,72.15,23344,84
1372,,N2,Link,-,914.0,23336,26
336,,N1,Intersection,-,0.0,23334,0
1367,,N2,Bridge,B,3.5,23327,1
1366,,N2,Link,-,132.0,23327,0
1371,,N2,Link,-,8.0,23326,0
1370,,N2,Link,-,22.0,23326,0
1369,,N2,Bridge,A,3.4,23326,0
1368,,N2,Link,-,467.0,23326,0
1374,,N2,Link,-,754.0,23291,27
1384,,N2,Link,-,926.0,23277,30
1376,,N2,Link,-,449.0,23275,6
1377,,N2,Bridge,B,8.3,23273,2
1379,,N2,Link,-,675.0,23272,2
1383,,N2,Bridge,A,8.0,23271,0
1381,,N2,Link,-,288.0,23271,0
1382,,N2,Bridge,A,4.0,23271,0
1378,,N2,Link,-,273.0,23271,0
1380,,N2,Bridge,A,8.3,23271,0
1375,,N2,Bridge,A,4.5,23271,0
1386,,N2,Link,-,1000.0,23262,32
1385,,N2,Bridge,B,4.0,23254,1
1393,,N2,Link,-,990.0,23245,38
1387,,N2,Link,-,322.0,23238,0
1389,,N2,Bridge,A,4.0,23238,0
1390,,N2,Link,-,469.0,23238,4
1388,,N2,Bridge,A,4.0,23238,0
1391,,N2,Bridge,A,4.0,23234,0
1392,,N2,Bridge,A,2.0,23234,0
1394,,N2,Link,-,1000.0,23225,27
1396,,N2,Link,-,870.0,23208,30
1395,,N2,Link,-,130.0,23205,0
1401,,N2,Link,-,909.0,23187,31
1398,,N2,Bridge,A,2.5,23181,0
1397,,N2,Link,-,187.0,23181,0
1399,,N2,Bridge,A,2.5,23181,0
1400,,N2,Link,-,90.0,23181,0
1405,,N2,Bridge,B,30.3,23168,43
1402,,N2,Link,-,251.0,23162,0
1403,,N2,Link,-,34.0,23162,0
1404,,N2,Link,-,483.0,23162,5
1407,,N2,Link,-,1020.0,23143,32
1406,,N2,Link,-,10.0,23136,0
1408,,N2,Link,-,665.0,23118,1
1410,,N2,Link,-,280.0,23117,0
1409,,N2,Bridge,A,3.6,23117,0
1411,,N2,Link,-,408.0,23117,0
1412,,N2,Link,-,322.0,23117,1
1414,,N2,Link,-,474.0,23117,4
1413,,N2,Link,-,425.0,23116,0
1416,,N2,Link,-,245.0,23114,0
1417,,N2,Bridge,A,3.0,23114,0
1418,,N2,Link,-,164.0,23114,8
1415,,N2,Bridge,A,12.7,23114,0
1422,,N2,Bridge,C,69.5,23112,77
1420,,N2,Link,-,808.0,23110,27
1419,,N2,Bridge,A,27.4,23106,0
1421,,N2,Link,-,263.0,23087,0
1436,,N2,Bridge,B,14.1,23073,44
1423,,N2,Link,-,349.0,23060,0
1424,,N2,Bridge,A,3.0,23060,0
1425,,N2,Link,-,21.0,23060,0
1426,,N2,Bridge,A,12.6,23060,0
1427,,N2,Link,-,85.0,23060,0
1428,,N2,Link,-,253.0,23060,0
1429,,N2,Bridge,A,3.4,23060,0
1430,,N2,Bridge,A,3.0,23060,0
1431,,N2,Link,-,230.0,23060,1
1432,,N2,Bridge,B,3.5,23059,1
1433,,N2,Bridge,A,3.0,23058,0
1434,,N2,Link,-,40.0,23058,0
1435,,N2,Bridge,A,1.8,23058,0
1449,,N2,Bridge,B,105.15,23056,69
1447,,N2,Link,-,670.0,23047,1
1446,,N2,Link,-,330.0,23047,1
1442,,N2,Link,-,160.0,23046,0
1445,,N2,Bridge,A,4.0,23046,0
1444,,N2,Link,-,452.0,23046,0
