id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,34466,0
1568,,N2,Intersection,-,0.0,33866,0
186,,N1,Intersection,-,0.0,33129,0
1359,,N2,Intersection,-,0.0,30564,0
184,,N1,Intersection,-,0.0,30060,0
18,,N1,Intersection,-,0.0,29020,0
336,,N1,Intersection,-,0.0,25420,0
1363,,N2,Link,-,1000.0,24243,40
1360,,N2,Bridge,C,19.0,24236,0
1362,,N2,Link,-,20.0,24236,0
1361,,N2,Link,-,214.0,24236,0
20,,N1,Bridge,B,8.0,24219,0
23,,N1,Link,-,382.0,24219,2
22,,N1,Bridge,A,6.3,24219,0
21,,N1,Bridge,A,6.3,24219,0
19,,N1,Link,-,112.0,24219,0
1372,,N2,Link,-,914.0,24218,33
24,,N1,Bridge,A,8.3,24217,0
26,,N1,Link,-,248.0,24217,1
25,,N1,Link,-,184.0,24217,0
27,,N1,Bridge,A,9.3,24216,0
28,,N1,Bridge,A,6.1,24216,0
1367,,N2,Bridge,B,3.5,24212,0
1366,,N2,Link,-,132.0,24212,0
1365,,N2,Bridge,B,4.9,24212,0
1364,,N2,Link,-,162.0,24212,2
1368,,N2,Link,-,467.0,24212,2
1369,,N2,Bridge,A,3.4,24210,0
1370,,N2,Link,-,22.0,24210,0
1371,,N2,Link,-,8.0,24210,0
1384,,N2,Link,-,926.0,24202,31
1378,,N2,Link,-,273.0,24196,1
1377,,N2,Bridge,B,8.3,24196,0
1376,,N2,Link,-,449.0,24196,2
1374,,N2,Link,-,754.0,24195,3
1379,,N2,Link,-,675.0,24195,0
1380,,N2,Bridge,A,8.3,24195,0
1381,,N2,Link,-,288.0,24195,1
1375,,N2,Bridge,A,4.5,24194,0
1382,,N2,Bridge,A,4.0,24194,0
1383,,N2,Bridge,A,8.0,24194,0
1373,,N2,Bridge,C,72.15,24193,0
1386,,N2,Link,-,1000.0,24189,26
1393,,N2,Link,-,990.0,24182,24
1385,,N2,Bridge,B,4.0,24179,0
1394,,N2,Link,-,1000.0,24176,32
1388,,N2,Bridge,A,4.0,24175,0
1389,,N2,Bridge,A,4.0,24175,0
1387,,N2,Link,-,322.0,24175,2
1390,,N2,Link,-,469.0,24175,1
1392,,N2,Bridge,A,2.0,24174,0
1391,,N2,Bridge,A,4.0,24174,0
1396,,N2,Link,-,870.0,24160,34
1395,,N2,Link,-,130.0,24154,0
1401,,N2,Link,-,909.0,24140,27
1399,,N2,Bridge,A,2.5,24132,0
1400,,N2,Link,-,90.0,24132,0
1398,,N2,Bridge,A,2.5,24132,0
1397,,N2,Link,-,187.0,24132,0
1407,,N2,Link,-,1020.0,24122,33
1403,,N2,Link,-,34.0,24121,0
1404,,N2,Link,-,483.0,24121,5
1402,,N2,Link,-,251.0,24121,0
1405,,N2,Bridge,B,30.3,24116,0
1406,,N2,Link,-,10.0,24116,0
1408,,N2,Link,-,665.0,24098,6
1411,,N2,Link,-,408.0,24096,1
1412,,N2,Link,-,322.0,24096,2
1410,,N2,Link,-,280.0,24095,0
1409,,N2,Bridge,A,3.6,24095,0
1414,,N2,Link,-,474.0,24094,7
1413,,N2,Link,-,425.0,24094,0
1433,,N2,Bridge,A,3.0,24091,0
1425,,N2,Link,-,21.0,24091,0
1431,,N2,Link,-,230.0,24091,0
1430,,N2,Bridge,A,3.0,24091,0
1429,,N2,Bridge,A,3.4,24091,0
1428,,N2,Link,-,253.0,24091,0
1427,,N2,Link,-,85.0,24091,0
1426,,N2,Bridge,A,12.6,24091,0
1423,,N2,Link,-,349.0,24091,1
1424,,N2,Bridge,A,3.0,24091,0
1434,,N2,Link,-,40.0,24091,0
1435,,N2,Bridge,A,1.8,24091,0
1436,,N2,Bridge,B,14.1,24091,0
1437,,N2,Link,-,170.0,24091,0
1438,,N2,Link,-,183.0,24091,4
1432,,N2,Bridge,B,3.5,24091,0
1420,,N2,Link,-,808.0,24090,4
1422,,N2,Bridge,C,69.5,24090,0
1421,,N2,Link,-,263.0,24090,0
1444,,N2,Link,-,452.0,24088,4
1418,,N2,Link,-,164.0,24087,1
1417,,N2,Bridge,A,3.0,24087,0
1416,,N2,Link,-,245.0,24087,0
1439,,N2,Bridge,A,2.0,24087,0
1440,,N2,Link,-,159.0,24087,0
1441,,N2,Link,-,30.0,24087,0
1442,,N2,Link,-,160.0,24087,0
1415,,N2,Bridge,A,12.7,24087,0
