id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,32747,0
1568,,N2,Intersection,-,0.0,29284,0
1359,,N2,Intersection,-,0.0,28525,0
186,,N1,Intersection,-,0.0,28405,0
18,,N1,Intersection,-,0.0,28148,0
184,,N1,Intersection,-,0.0,25801,0
20,,N1,Bridge,B,8.0,23395,19
19,,N1,Link,-,112.0,23389,0
24,,N1,Bridge,A,8.3,23383,3
21,,N1,Bridge,A,6.3,23383,3
28,,N1,Bridge,A,6.1,23382,1
27,,N1,Bridge,A,9.3,23382,3
26,,N1,Link,-,248.0,23382,2
25,,N1,Link,-,184.0,23382,0
22,,N1,Bridge,A,6.3,23382,3
23,,N1,Link,-,382.0,23381,1
1360,,N2,Bridge,C,19.0,22221,65
1365,,N2,Bridge,B,4.9,22169,36
1361,,N2,Link,-,214.0,22168,0
1362,,N2,Link,-,20.0,22168,0
1363,,N2,Link,-,1000.0,22168,4
1364,,N2,Link,-,162.0,22164,0
1367,,N2,Bridge,B,3.5,22143,28
1366,,N2,Link,-,132.0,22138,0
1373,,N2,Bridge,C,72.15,22137,104
1372,,N2,Link,-,914.0,22132,35
1368,,N2,Link,-,467.0,22120,0
1371,,N2,Link,-,8.0,22120,0
1370,,N2,Link,-,22.0,22120,0
1369,,N2,Bridge,A,3.4,22120,0
1377,,N2,Bridge,B,8.3,22066,33
1374,,N2,Link,-,754.0,22061,1
1375,,N2,Bridge,A,4.5,22060,0
1376,,N2,Link,-,449.0,22060,0
1379,,N2,Link,-,675.0,22047,25
1378,,N2,Link,-,273.0,22039,0
1380,,N2,Bridge,A,8.3,22030,3
1381,,N2,Link,-,288.0,22027,3
1384,,N2,Link,-,926.0,22026,31
1382,,N2,Bridge,A,4.0,22024,2
1383,,N2,Bridge,A,8.0,22022,1
1385,,N2,Bridge,B,4.0,22009,38
1386,,N2,Link,-,1000.0,21985,27
1388,,N2,Bridge,A,4.0,21971,32
1387,,N2,Link,-,322.0,21963,0
1393,,N2,Link,-,990.0,21950,32
1389,,N2,Bridge,A,4.0,21947,3
1390,,N2,Link,-,469.0,21944,0
1391,,N2,Bridge,A,4.0,21944,4
1394,,N2,Link,-,1000.0,21942,33
1392,,N2,Bridge,A,2.0,21940,1
1396,,N2,Link,-,870.0,21929,31
1395,,N2,Link,-,130.0,21922,0
1401,,N2,Link,-,909.0,21912,37
1398,,N2,Bridge,A,2.5,21906,4
1397,,N2,Link,-,187.0,21905,0
1399,,N2,Bridge,A,2.5,21904,5
1400,,N2,Link,-,90.0,21900,0
1405,,N2,Bridge,B,30.3,21891,53
1402,,N2,Link,-,251.0,21887,0
1403,,N2,Link,-,34.0,21887,0
1404,,N2,Link,-,483.0,21887,4
1407,,N2,Link,-,1020.0,21855,28
1406,,N2,Link,-,10.0,21846,0
1408,,N2,Link,-,665.0,21839,5
1409,,N2,Bridge,A,3.6,21837,2
1415,,N2,Bridge,A,12.7,21835,36
1410,,N2,Link,-,280.0,21835,0
1411,,N2,Link,-,408.0,21835,0
1412,,N2,Link,-,322.0,21835,4
1414,,N2,Link,-,474.0,21832,4
1413,,N2,Link,-,425.0,21832,1
1417,,N2,Bridge,A,3.0,21812,32
1416,,N2,Link,-,245.0,21806,0
1419,,N2,Bridge,A,27.4,21800,53
1418,,N2,Link,-,164.0,21786,0
1422,,N2,Bridge,C,69.5,21774,94
1420,,N2,Link,-,808.0,21770,31
1421,,N2,Link,-,263.0,21748,0
1426,,N2,Bridge,A,12.6,21712,22
1423,,N2,Link,-,349.0,21706,0
1424,,N2,Bridge,A,3.0,21706,3
1432,,N2,Bridge,B,3.5,21706,42
1425,,N2,Link,-,21.0,21703,0
1427,,N2,Link,-,85.0,21699,0
1428,,N2,Link,-,253.0,21699,0
1429,,N2,Bridge,A,3.4,21699,2
1430,,N2,Bridge,A,3.0,21697,2
1431,,N2,Link,-,230.0,21695,0
1433,,N2,Bridge,A,3.0,21682,27
1435,,N2,Bridge,A,1.8,21670,29
1434,,N2,Link,-,40.0,21662,0
1436,,N2,Bridge,B,14.1,21662,45
1438,,N2,Link,-,183.0,21630,0
1439,,N2,Bridge,A,2.0,21630,2
1449,,N2,Bridge,B,105.15,21630,62
1437,,N2,Link,-,170.0,21630,0
1440,,N2,Link,-,159.0,21628,0
1441,,N2,Link,-,30.0,21628,0
1442,,N2,Link,-,160.0,21628,0
