id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,34214,0
1568,,N2,Intersection,-,0.0,32978,0
186,,N1,Intersection,-,0.0,32205,0
1359,,N2,Intersection,-,0.0,30034,0
184,,N1,Intersection,-,0.0,29254,0
18,,N1,Intersection,-,0.0,28993,0
336,,N1,Intersection,-,0.0,24669,0
23,,N1,Link,-,382.0,24197,2
20,,N1,Bridge,B,8.0,24197,0
19,,N1,Link,-,112.0,24197,0
21,,N1,Bridge,A,6.3,24197,0
22,,N1,Bridge,A,6.3,24197,0
26,,N1,Link,-,248.0,24195,2
25,,N1,Link,-,184.0,24195,0
24,,N1,Bridge,A,8.3,24195,0
27,,N1,Bridge,A,9.3,24193,0
28,,N1,Bridge,A,6.1,24193,0
1360,,N2,Bridge,C,19.0,23668,49
1363,,N2,Link,-,1000.0,23643,32
1372,,N2,Link,-,914.0,23631,39
1362,,N2,Link,-,20.0,23628,0
1361,,N2,Link,-,214.0,23628,0
1368,,N2,Link,-,467.0,23626,5
1367,,N2,Bridge,B,3.5,23626,0
1366,,N2,Link,-,132.0,23626,0
1365,,N2,Bridge,B,4.9,23626,0
1364,,N2,Link,-,162.0,23626,0
1370,,N2,Link,-,22.0,23621,0
1371,,N2,Link,-,8.0,23621,0
1369,,N2,Bridge,A,3.4,23621,0
1373,,N2,Bridge,C,72.15,23613,51
1374,,N2,Link,-,754.0,23575,5
1384,,N2,Link,-,926.0,23574,30
1379,,N2,Link,-,675.0,23572,1
1378,,N2,Link,-,273.0,23572,0
1377,,N2,Bridge,B,8.3,23572,0
1376,,N2,Link,-,449.0,23572,0
1375,,N2,Bridge,A,4.5,23572,0
1380,,N2,Bridge,A,8.3,23571,0
1381,,N2,Link,-,288.0,23571,1
1383,,N2,Bridge,A,8.0,23570,0
1382,,N2,Bridge,A,4.0,23570,0
1394,,N2,Link,-,1000.0,23555,29
1386,,N2,Link,-,1000.0,23550,4
1390,,N2,Link,-,469.0,23549,2
1385,,N2,Bridge,B,4.0,23548,0
1388,,N2,Bridge,A,4.0,23548,0
1387,,N2,Link,-,322.0,23548,0
1389,,N2,Bridge,A,4.0,23548,0
1393,,N2,Link,-,990.0,23548,2
1392,,N2,Bridge,A,2.0,23548,0
1391,,N2,Bridge,A,4.0,23548,0
1401,,N2,Link,-,909.0,23540,28
1396,,N2,Link,-,870.0,23536,4
1395,,N2,Link,-,130.0,23535,0
1397,,N2,Link,-,187.0,23533,0
1398,,N2,Bridge,A,2.5,23533,0
1400,,N2,Link,-,90.0,23533,0
1399,,N2,Bridge,A,2.5,23533,0
1407,,N2,Link,-,1020.0,23526,30
1403,,N2,Link,-,34.0,23522,0
1404,,N2,Link,-,483.0,23522,3
1402,,N2,Link,-,251.0,23522,3
1406,,N2,Link,-,10.0,23519,0
1405,,N2,Bridge,B,30.3,23519,0
1420,,N2,Link,-,808.0,23506,30
1408,,N2,Link,-,665.0,23503,3
1414,,N2,Link,-,474.0,23502,4
1412,,N2,Link,-,322.0,23501,1
1413,,N2,Link,-,425.0,23501,0
1409,,N2,Bridge,A,3.6,23500,0
1410,,N2,Link,-,280.0,23500,0
1411,,N2,Link,-,408.0,23500,0
1418,,N2,Link,-,164.0,23499,2
1417,,N2,Bridge,A,3.0,23499,0
1416,,N2,Link,-,245.0,23499,0
1415,,N2,Bridge,A,12.7,23499,0
1419,,N2,Bridge,A,27.4,23497,0
1422,,N2,Bridge,C,69.5,23493,42
1421,,N2,Link,-,263.0,23485,0
1439,,N2,Bridge,A,2.0,23460,0
1438,,N2,Link,-,183.0,23460,0
1437,,N2,Link,-,170.0,23460,2
1440,,N2,Link,-,159.0,23460,2
1428,,N2,Link,-,253.0,23459,0
1429,,N2,Bridge,A,3.4,23459,0
1431,,N2,Link,-,230.0,23459,1
1427,,N2,Link,-,85.0,23459,0
1426,,N2,Bridge,A,12.6,23459,0
1425,,N2,Link,-,21.0,23459,0
1424,,N2,Bridge,A,3.0,23459,0
1423,,N2,Link,-,349.0,23459,0
1430,,N2,Bridge,A,3.0,23459,0
1442,,N2,Link,-,160.0,23458,0
1445,,N2,Bridge,A,4.0,23458,0
1444,,N2,Link,-,452.0,23458,0
1443,,N2,Bridge,A,2.5,23458,0
1433,,N2,Bridge,A,3.0,23458,0
1441,,N2,Link,-,30.0,23458,0
1436,,N2,Bridge,B,14.1,23458,0
