id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,33723,0
1568,,N2,Intersection,-,0.0,31774,0
186,,N1,Intersection,-,0.0,31098,0
1359,,N2,Intersection,-,0.0,29692,0
18,,N1,Intersection,-,0.0,28755,0
184,,N1,Intersection,-,0.0,28244,0
20,,N1,Bridge,B,8.0,23975,24
19,,N1,Link,-,112.0,23965,0
25,,N1,Link,-,184.0,23963,0
24,,N1,Bridge,A,8.3,23963,0
23,,N1,Link,-,382.0,23963,2
26,,N1,Link,-,248.0,23963,1
28,,N1,Bridge,A,6.1,23962,0
27,,N1,Bridge,A,9.3,23962,0
22,,N1,Bridge,A,6.3,23961,0
21,,N1,Bridge,A,6.3,23961,0
336,,N1,Intersection,-,0.0,23508,0
1360,,N2,Bridge,C,19.0,23318,68
1367,,N2,Bridge,B,3.5,23271,32
1363,,N2,Link,-,1000.0,23267,3
1362,,N2,Link,-,20.0,23267,0
1361,,N2,Link,-,214.0,23267,0
1365,,N2,Bridge,B,4.9,23264,3
1364,,N2,Link,-,162.0,23264,0
1373,,N2,Bridge,C,72.15,23264,60
1366,,N2,Link,-,132.0,23261,0
1372,,N2,Link,-,914.0,23249,3
1371,,N2,Link,-,8.0,23249,0
1370,,N2,Link,-,22.0,23249,0
1369,,N2,Bridge,A,3.4,23249,0
1368,,N2,Link,-,467.0,23249,0
1377,,N2,Bridge,B,8.3,23222,4
1374,,N2,Link,-,754.0,23222,2
1378,,N2,Link,-,273.0,23220,0
1375,,N2,Bridge,A,4.5,23220,0
1379,,N2,Link,-,675.0,23220,6
1376,,N2,Link,-,449.0,23220,0
1384,,N2,Link,-,926.0,23216,33
1380,,N2,Bridge,A,8.3,23214,0
1381,,N2,Link,-,288.0,23214,2
1382,,N2,Bridge,A,4.0,23212,0
1383,,N2,Bridge,A,8.0,23212,0
1386,,N2,Link,-,1000.0,23194,30
1385,,N2,Bridge,B,4.0,23188,3
1390,,N2,Link,-,469.0,23178,30
1387,,N2,Link,-,322.0,23172,0
1388,,N2,Bridge,A,4.0,23172,0
1389,,N2,Bridge,A,4.0,23172,0
1394,,N2,Link,-,1000.0,23161,32
1391,,N2,Bridge,A,4.0,23154,0
1392,,N2,Bridge,A,2.0,23154,0
1393,,N2,Link,-,990.0,23154,0
1396,,N2,Link,-,870.0,23141,27
1395,,N2,Link,-,130.0,23136,0
1401,,N2,Link,-,909.0,23130,29
1405,,N2,Bridge,B,30.3,23126,41
1397,,N2,Link,-,187.0,23119,0
1398,,N2,Bridge,A,2.5,23119,0
1399,,N2,Bridge,A,2.5,23119,0
1400,,N2,Link,-,90.0,23119,0
1402,,N2,Link,-,251.0,23112,0
1404,,N2,Link,-,483.0,23112,0
1403,,N2,Link,-,34.0,23112,0
1407,,N2,Link,-,1020.0,23104,26
1406,,N2,Link,-,10.0,23099,0
1414,,N2,Link,-,474.0,23086,24
1408,,N2,Link,-,665.0,23084,5
1409,,N2,Bridge,A,3.6,23080,0
1410,,N2,Link,-,280.0,23080,0
1411,,N2,Link,-,408.0,23080,0
1412,,N2,Link,-,322.0,23080,3
1413,,N2,Link,-,425.0,23078,1
1420,,N2,Link,-,808.0,23074,30
1415,,N2,Bridge,A,12.7,23070,0
1418,,N2,Link,-,164.0,23070,2
1416,,N2,Link,-,245.0,23070,0
1417,,N2,Bridge,A,3.0,23070,0
1419,,N2,Bridge,A,27.4,23068,0
1422,,N2,Bridge,C,69.5,23063,63
1421,,N2,Link,-,263.0,23050,0
1432,,N2,Bridge,B,3.5,23017,31
1427,,N2,Link,-,85.0,23013,0
1431,,N2,Link,-,230.0,23013,6
1430,,N2,Bridge,A,3.0,23013,0
1429,,N2,Bridge,A,3.4,23013,0
1428,,N2,Link,-,253.0,23013,0
1423,,N2,Link,-,349.0,23013,0
1426,,N2,Bridge,A,12.6,23013,0
1425,,N2,Link,-,21.0,23013,0
1424,,N2,Bridge,A,3.0,23013,0
1436,,N2,Bridge,B,14.1,23004,41
1435,,N2,Bridge,A,1.8,22996,0
1433,,N2,Bridge,A,3.0,22996,0
1434,,N2,Link,-,40.0,22996,0
1449,,N2,Bridge,B,105.15,22978,56
1447,,N2,Link,-,670.0,22977,16
1446,,N2,Link,-,330.0,22973,1
1442,,N2,Link,-,160.0,22972,1
1445,,N2,Bridge,A,4.0,22972,0
1444,,N2,Link,-,452.0,22972,0
