id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,32789,0
1568,,N2,Intersection,-,0.0,29272,0
1359,,N2,Intersection,-,0.0,28551,0
18,,N1,Intersection,-,0.0,28432,0
186,,N1,Intersection,-,0.0,28308,0
184,,N1,Intersection,-,0.0,25715,0
20,,N1,Bridge,B,8.0,23600,34
27,,N1,Bridge,A,9.3,23595,24
24,,N1,Bridge,A,8.3,23586,2
19,,N1,Link,-,112.0,23586,0
28,,N1,Bridge,A,6.1,23585,2
26,,N1,Link,-,248.0,23585,4
25,,N1,Link,-,184.0,23585,0
23,,N1,Link,-,382.0,23585,2
22,,N1,Bridge,A,6.3,23583,2
21,,N1,Bridge,A,6.3,23581,1
1360,,N2,Bridge,C,19.0,22254,67
1365,,N2,Bridge,B,4.9,22206,42
1363,,N2,Link,-,1000.0,22200,3
1361,,N2,Link,-,214.0,22200,0
1362,,N2,Link,-,20.0,22200,0
1364,,N2,Link,-,162.0,22197,0
1367,,N2,Bridge,B,3.5,22183,39
1366,,N2,Link,-,132.0,22173,0
1373,,N2,Bridge,C,72.15,22167,93
1372,,N2,Link,-,914.0,22160,21
1370,,N2,Link,-,22.0,22154,0
1369,,N2,Bridge,A,3.4,22154,0
1368,,N2,Link,-,467.0,22154,0
1371,,N2,Link,-,8.0,22154,0
1375,,N2,Bridge,A,4.5,22097,18
1374,,N2,Link,-,754.0,22096,1
1377,,N2,Bridge,B,8.3,22086,30
1376,,N2,Link,-,449.0,22081,0
1378,,N2,Link,-,273.0,22061,0
1379,,N2,Link,-,675.0,22061,4
1380,,N2,Bridge,A,8.3,22060,7
1384,,N2,Link,-,926.0,22058,29
1381,,N2,Link,-,288.0,22056,1
1382,,N2,Bridge,A,4.0,22055,2
1383,,N2,Bridge,A,8.0,22054,4
1385,,N2,Bridge,B,4.0,22043,33
1388,,N2,Bridge,A,4.0,22022,17
1386,,N2,Link,-,1000.0,22017,0
1387,,N2,Link,-,322.0,22017,0
1393,,N2,Link,-,990.0,22015,28
1389,,N2,Bridge,A,4.0,22011,2
1391,,N2,Bridge,A,4.0,22011,2
1392,,N2,Bridge,A,2.0,22011,1
1390,,N2,Link,-,469.0,22010,0
1394,,N2,Link,-,1000.0,21995,32
1396,,N2,Link,-,870.0,21974,33
1395,,N2,Link,-,130.0,21967,0
1401,,N2,Link,-,909.0,21955,31
1399,,N2,Bridge,A,2.5,21950,4
1398,,N2,Bridge,A,2.5,21950,3
1397,,N2,Link,-,187.0,21948,0
1400,,N2,Link,-,90.0,21947,0
1405,,N2,Bridge,B,30.3,21941,45
1402,,N2,Link,-,251.0,21932,0
1403,,N2,Link,-,34.0,21932,0
1404,,N2,Link,-,483.0,21932,1
1407,,N2,Link,-,1020.0,21914,24
1406,,N2,Link,-,10.0,21906,0
1408,,N2,Link,-,665.0,21899,4
1409,,N2,Bridge,A,3.6,21896,3
1415,,N2,Bridge,A,12.7,21896,34
1410,,N2,Link,-,280.0,21893,1
1411,,N2,Link,-,408.0,21893,1
1412,,N2,Link,-,322.0,21893,4
1413,,N2,Link,-,425.0,21889,0
1414,,N2,Link,-,474.0,21889,3
1419,,N2,Bridge,A,27.4,21885,65
1418,,N2,Link,-,164.0,21872,0
1417,,N2,Bridge,A,3.0,21872,0
1416,,N2,Link,-,245.0,21872,0
1422,,N2,Bridge,C,69.5,21851,83
1420,,N2,Link,-,808.0,21844,27
1421,,N2,Link,-,263.0,21828,0
1424,,N2,Bridge,A,3.0,21799,28
1423,,N2,Link,-,349.0,21791,0
1426,,N2,Bridge,A,12.6,21785,29
1425,,N2,Link,-,21.0,21779,0
1432,,N2,Bridge,B,3.5,21769,35
1429,,N2,Bridge,A,3.4,21762,3
1427,,N2,Link,-,85.0,21762,0
1428,,N2,Link,-,253.0,21762,0
1436,,N2,Bridge,B,14.1,21761,56
1430,,N2,Bridge,A,3.0,21759,2
1431,,N2,Link,-,230.0,21757,0
1433,,N2,Bridge,A,3.0,21746,0
1434,,N2,Link,-,40.0,21746,0
1435,,N2,Bridge,A,1.8,21746,2
1439,,N2,Bridge,A,2.0,21731,29
1438,,N2,Link,-,183.0,21722,0
1437,,N2,Link,-,170.0,21722,0
1449,,N2,Bridge,B,105.15,21720,69
1443,,N2,Bridge,A,2.5,21711,1
1441,,N2,Link,-,30.0,21711,0
1440,,N2,Link,-,159.0,21711,0
