id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,33747,0
1568,,N2,Intersection,-,0.0,31683,0
186,,N1,Intersection,-,0.0,30825,0
1359,,N2,Intersection,-,0.0,29668,0
18,,N1,Intersection,-,0.0,28809,0
184,,N1,Intersection,-,0.0,28000,0
23,,N1,Link,-,382.0,24000,4
26,,N1,Link,-,248.0,23999,1
25,,N1,Link,-,184.0,23999,0
24,,N1,Bridge,A,8.3,23999,0
20,,N1,Bridge,B,8.0,23999,2
19,,N1,Link,-,112.0,23999,0
28,,N1,Bridge,A,6.1,23998,0
27,,N1,Bridge,A,9.3,23998,0
22,,N1,Bridge,A,6.3,23997,0
21,,N1,Bridge,A,6.3,23997,0
1360,,N2,Bridge,C,19.0,23298,68
1363,,N2,Link,-,1000.0,23258,34
1361,,N2,Link,-,214.0,23248,0
1362,,N2,Link,-,20.0,23248,0
1365,,N2,Bridge,B,4.9,23242,34
1364,,N2,Link,-,162.0,23234,0
1367,,N2,Bridge,B,3.5,23225,32
1366,,N2,Link,-,132.0,23216,0
1373,,N2,Bridge,C,72.15,23212,68
1372,,N2,Link,-,914.0,23211,29
336,,N1,Intersection,-,0.0,23209,0
1371,,N2,Link,-,8.0,23202,0
1370,,N2,Link,-,22.0,23202,0
1369,,N2,Bridge,A,3.4,23202,0
1368,,N2,Link,-,467.0,23202,0
1384,,N2,Link,-,926.0,23167,33
1374,,N2,Link,-,754.0,23166,3
1377,,N2,Bridge,B,8.3,23164,0
1376,,N2,Link,-,449.0,23164,0
1378,,N2,Link,-,273.0,23164,0
1375,,N2,Bridge,A,4.5,23164,0
1379,,N2,Link,-,675.0,23164,3
1380,,N2,Bridge,A,8.3,23161,0
1381,,N2,Link,-,288.0,23161,3
1383,,N2,Bridge,A,8.0,23158,0
1382,,N2,Bridge,A,4.0,23158,0
1385,,N2,Bridge,B,4.0,23143,3
1386,,N2,Link,-,1000.0,23140,5
1393,,N2,Link,-,990.0,23139,32
1390,,N2,Link,-,469.0,23136,4
1388,,N2,Bridge,A,4.0,23136,0
1387,,N2,Link,-,322.0,23136,1
1389,,N2,Bridge,A,4.0,23136,0
1392,,N2,Bridge,A,2.0,23132,0
1391,,N2,Bridge,A,4.0,23132,0
1394,,N2,Link,-,1000.0,23120,22
1396,,N2,Link,-,870.0,23112,32
1395,,N2,Link,-,130.0,23104,0
1401,,N2,Link,-,909.0,23095,29
1398,,N2,Bridge,A,2.5,23088,0
1397,,N2,Link,-,187.0,23088,0
1399,,N2,Bridge,A,2.5,23088,0
1400,,N2,Link,-,90.0,23088,0
1405,,N2,Bridge,B,30.3,23077,28
1402,,N2,Link,-,251.0,23073,0
1403,,N2,Link,-,34.0,23073,0
1404,,N2,Link,-,483.0,23073,5
1407,,N2,Link,-,1020.0,23063,24
1406,,N2,Link,-,10.0,23058,0
1414,,N2,Link,-,474.0,23052,30
1408,,N2,Link,-,665.0,23048,8
1420,,N2,Link,-,808.0,23046,43
1409,,N2,Bridge,A,3.6,23044,0
1410,,N2,Link,-,280.0,23044,0
1411,,N2,Link,-,408.0,23044,0
1412,,N2,Link,-,322.0,23044,2
1413,,N2,Link,-,425.0,23042,0
1422,,N2,Bridge,C,69.5,23040,77
1415,,N2,Bridge,A,12.7,23032,0
1416,,N2,Link,-,245.0,23032,0
1417,,N2,Bridge,A,3.0,23032,0
1418,,N2,Link,-,164.0,23032,1
1419,,N2,Bridge,A,27.4,23031,0
1421,,N2,Link,-,263.0,23018,0
1436,,N2,Bridge,B,14.1,23004,56
1428,,N2,Link,-,253.0,22985,0
1432,,N2,Bridge,B,3.5,22985,4
1431,,N2,Link,-,230.0,22985,1
1430,,N2,Bridge,A,3.0,22985,0
1429,,N2,Bridge,A,3.4,22985,0
1425,,N2,Link,-,21.0,22985,0
1427,,N2,Link,-,85.0,22985,0
1426,,N2,Bridge,A,12.6,22985,0
1424,,N2,Bridge,A,3.0,22985,0
1423,,N2,Link,-,349.0,22985,0
1433,,N2,Bridge,A,3.0,22982,0
1434,,N2,Link,-,40.0,22982,0
1435,,N2,Bridge,A,1.8,22982,0
1447,,N2,Link,-,670.0,22976,29
1444,,N2,Link,-,452.0,22972,5
1443,,N2,Bridge,A,2.5,22972,0
1442,,N2,Link,-,160.0,22972,2
1439,,N2,Bridge,A,2.0,22970,0
1440,,N2,Link,-,159.0,22970,0
