id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,34395,0
1568,,N2,Intersection,-,0.0,34061,0
186,,N1,Intersection,-,0.0,33493,0
184,,N1,Intersection,-,0.0,30360,0
1359,,N2,Intersection,-,0.0,30304,0
18,,N1,Intersection,-,0.0,29019,0
336,,N1,Intersection,-,0.0,25662,0
23,,N1,Link,-,382.0,24232,3
26,,N1,Link,-,248.0,24231,1
25,,N1,Link,-,184.0,24231,0
24,,N1,Bridge,A,8.3,24231,0
27,,N1,Bridge,A,9.3,24230,0
19,,N1,Link,-,112.0,24230,0
28,,N1,Bridge,A,6.1,24230,0
22,,N1,Bridge,A,6.3,24230,0
21,,N1,Bridge,A,6.3,24230,0
20,,N1,Bridge,B,8.0,24230,0
1363,,N2,Link,-,1000.0,24048,24
1362,,N2,Link,-,20.0,24040,0
1361,,N2,Link,-,214.0,24040,0
1360,,N2,Bridge,C,19.0,24040,0
1368,,N2,Link,-,467.0,24033,3
1384,,N2,Link,-,926.0,24032,27
1367,,N2,Bridge,B,3.5,24032,0
1366,,N2,Link,-,132.0,24032,0
1365,,N2,Bridge,B,4.9,24032,0
1364,,N2,Link,-,162.0,24032,0
1371,,N2,Link,-,8.0,24031,0
1376,,N2,Link,-,449.0,24031,1
1372,,N2,Link,-,914.0,24031,3
1370,,N2,Link,-,22.0,24031,0
1377,,N2,Bridge,B,8.3,24031,4
1369,,N2,Bridge,A,3.4,24031,0
1374,,N2,Link,-,754.0,24030,2
1375,,N2,Bridge,A,4.5,24030,0
1373,,N2,Bridge,C,72.15,24028,0
1379,,N2,Link,-,675.0,24027,3
1378,,N2,Link,-,273.0,24027,0
1383,,N2,Bridge,A,8.0,24024,0
1382,,N2,Bridge,A,4.0,24024,0
1381,,N2,Link,-,288.0,24024,0
1380,,N2,Bridge,A,8.3,24024,0
1386,,N2,Link,-,1000.0,24018,31
1385,,N2,Bridge,B,4.0,24013,0
1394,,N2,Link,-,1000.0,23995,37
1387,,N2,Link,-,322.0,23992,0
1389,,N2,Bridge,A,4.0,23992,0
1390,,N2,Link,-,469.0,23992,6
1388,,N2,Bridge,A,4.0,23992,0
1393,,N2,Link,-,990.0,23988,4
1391,,N2,Bridge,A,4.0,23986,0
1392,,N2,Bridge,A,2.0,23986,0
1396,,N2,Link,-,870.0,23973,25
1395,,N2,Link,-,130.0,23967,0
1407,,N2,Link,-,1020.0,23956,32
1401,,N2,Link,-,909.0,23955,6
1397,,N2,Link,-,187.0,23954,0
1400,,N2,Link,-,90.0,23954,0
1399,,N2,Bridge,A,2.5,23954,0
1398,,N2,Bridge,A,2.5,23954,0
1403,,N2,Link,-,34.0,23951,0
1402,,N2,Link,-,251.0,23951,1
1404,,N2,Link,-,483.0,23951,3
1405,,N2,Bridge,B,30.3,23948,0
1406,,N2,Link,-,10.0,23948,0
1408,,N2,Link,-,665.0,23932,2
1412,,N2,Link,-,322.0,23932,3
1413,,N2,Link,-,425.0,23931,0
1414,,N2,Link,-,474.0,23931,2
1418,,N2,Link,-,164.0,23930,4
1410,,N2,Link,-,280.0,23930,0
1411,,N2,Link,-,408.0,23930,0
1409,,N2,Bridge,A,3.6,23930,0
1427,,N2,Link,-,85.0,23929,4
1415,,N2,Bridge,A,12.7,23929,0
1417,,N2,Bridge,A,3.0,23929,0
1416,,N2,Link,-,245.0,23929,0
1420,,N2,Link,-,808.0,23928,2
1438,,N2,Link,-,183.0,23928,3
1437,,N2,Link,-,170.0,23928,1
1436,,N2,Bridge,B,14.1,23927,0
1435,,N2,Bridge,A,1.8,23927,0
1434,,N2,Link,-,40.0,23927,0
1433,,N2,Bridge,A,3.0,23927,0
1432,,N2,Bridge,B,3.5,23927,0
1431,,N2,Link,-,230.0,23927,0
1430,,N2,Bridge,A,3.0,23927,0
1429,,N2,Bridge,A,3.4,23927,0
1428,,N2,Link,-,253.0,23927,0
1426,,N2,Bridge,A,12.6,23927,0
1425,,N2,Link,-,21.0,23927,0
1424,,N2,Bridge,A,3.0,23927,0
1423,,N2,Link,-,349.0,23927,0
1422,,N2,Bridge,C,69.5,23927,0
1421,,N2,Link,-,263.0,23927,0
1419,,N2,Bridge,A,27.4,23927,0
1442,,N2,Link,-,160.0,23926,1
1443,,N2,Bridge,A,2.5,23926,0
1444,,N2,Link,-,452.0,23926,3
1439,,N2,Bridge,A,2.0,23925,0
