scenario,replication,seed,average_driving_time,average_distance_km,time_per_km,shortest_route_km,longest_route_km,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
3,1,1608637542,382.9382418992621,81.89864242115173,4.675758114891068,0.9702999999999999,347.8139800000001,383.1118831644395,5.290202284576267,1.6729088502287253,379.8329818179912,386.39078451088784
3,2,1273642419,377.6485242071264,81.11124647674855,4.655932939156392,0.9702999999999999,347.8139800000001,383.1118831644395,5.290202284576267,1.6729088502287253,379.8329818179912,386.39078451088784
3,3,1935803228,384.30574581213193,82.03268295693097,4.6847882083035275,0.9702999999999999,347.8139800000001,383.1118831644395,5.290202284576267,1.6729088502287253,379.8329818179912,386.39078451088784
3,4,787846414,393.2472071039817,82.00662391129627,4.795310285292851,0.9702999999999999,347.8139800000001,383.1118831644395,5.290202284576267,1.6729088502287253,379.8329818179912,386.39078451088784
3,5,996406378,384.23011331250996,81.49993239003302,4.71448382893995,0.9702999999999999,347.8139800000001,383.1118831644395,5.290202284576267,1.6729088502287253,379.8329818179912,386.39078451088784
3,6,1201263687,375.8977600202069,81.4553907974659,4.6147683577487815,0.9702999999999999,347.8139800000001,383.1118831644395,5.290202284576267,1.6729088502287253,379.8329818179912,386.39078451088784
3,7,423734972,383.2804979822345,81.42003065184025,4.707447232747653,0.9702999999999999,347.8139800000001,383.1118831644395,5.290202284576267,1.6729088502287253,379.8329818179912,386.39078451088784
3,8,415968276,376.7722464290207,81.73143365318829,4.609881774835636,0.9702999999999999,347.8139800000001,383.1118831644395,5.290202284576267,1.6729088502287253,379.8329818179912,386.39078451088784
3,9,670094950,387.5655784585116,81.61232175137192,4.748861080551191,0.9702999999999999,347.8139800000001,383.1118831644395,5.290202284576267,1.6729088502287253,379.8329818179912,386.39078451088784
3,10,1914837113,385.2329164194093,81.79324761798084,4.70983764110526,0.9702999999999999,347.8139800000001,383.1118831644395,5.290202284576267,1.6729088502287253,379.8329818179912,386.39078451088784
