id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,34848,0
1568,,N2,Intersection,-,0.0,34049,0
186,,N1,Intersection,-,0.0,33258,0
1359,,N2,Intersection,-,0.0,30719,0
184,,N1,Intersection,-,0.0,30196,0
18,,N1,Intersection,-,0.0,29580,0
336,,N1,Intersection,-,0.0,25455,0
23,,N1,Link,-,382.0,24612,5
26,,N1,Link,-,248.0,24611,1
25,,N1,Link,-,184.0,24611,1
27,,N1,Bridge,A,9.3,24610,0
24,,N1,Bridge,A,8.3,24610,0
28,,N1,Bridge,A,6.1,24610,0
19,,N1,Link,-,112.0,24609,0
20,,N1,Bridge,B,8.0,24609,0
21,,N1,Bridge,A,6.3,24609,0
22,,N1,Bridge,A,6.3,24609,0
1363,,N2,Link,-,1000.0,24213,29
1360,,N2,Bridge,C,19.0,24206,0
1361,,N2,Link,-,214.0,24206,0
1362,,N2,Link,-,20.0,24206,0
1372,,N2,Link,-,914.0,24196,26
1368,,N2,Link,-,467.0,24192,1
1367,,N2,Bridge,B,3.5,24192,0
1366,,N2,Link,-,132.0,24192,0
1365,,N2,Bridge,B,4.9,24192,0
1364,,N2,Link,-,162.0,24192,1
1371,,N2,Link,-,8.0,24191,0
1370,,N2,Link,-,22.0,24191,0
1369,,N2,Bridge,A,3.4,24191,0
1386,,N2,Link,-,1000.0,24177,32
1374,,N2,Link,-,754.0,24175,2
1373,,N2,Bridge,C,72.15,24175,0
1376,,N2,Link,-,449.0,24174,1
1377,,N2,Bridge,B,8.3,24174,0
1378,,N2,Link,-,273.0,24174,3
1375,,N2,Bridge,A,4.5,24173,0
1379,,N2,Link,-,675.0,24172,1
1380,,N2,Bridge,A,8.3,24172,0
1381,,N2,Link,-,288.0,24172,3
1383,,N2,Bridge,A,8.0,24169,0
1382,,N2,Bridge,A,4.0,24169,0
1384,,N2,Link,-,926.0,24169,3
1385,,N2,Bridge,B,4.0,24166,0
1393,,N2,Link,-,990.0,24157,36
1387,,N2,Link,-,322.0,24156,0
1388,,N2,Bridge,A,4.0,24156,0
1389,,N2,Bridge,A,4.0,24156,0
1390,,N2,Link,-,469.0,24156,5
1391,,N2,Bridge,A,4.0,24151,0
1392,,N2,Bridge,A,2.0,24151,0
1394,,N2,Link,-,1000.0,24135,31
1396,,N2,Link,-,870.0,24124,31
1401,,N2,Link,-,909.0,24113,27
1395,,N2,Link,-,130.0,24112,0
1400,,N2,Link,-,90.0,24105,0
1399,,N2,Bridge,A,2.5,24105,0
1398,,N2,Bridge,A,2.5,24105,0
1397,,N2,Link,-,187.0,24105,0
1402,,N2,Link,-,251.0,24094,0
1403,,N2,Link,-,34.0,24094,0
1404,,N2,Link,-,483.0,24094,4
1408,,N2,Link,-,665.0,24091,7
1411,,N2,Link,-,408.0,24090,19
1405,,N2,Bridge,B,30.3,24090,0
1406,,N2,Link,-,10.0,24090,0
1407,,N2,Link,-,1020.0,24090,1
1409,,N2,Bridge,A,3.6,24086,0
1410,,N2,Link,-,280.0,24086,0
1413,,N2,Link,-,425.0,24075,3
1412,,N2,Link,-,322.0,24075,0
1414,,N2,Link,-,474.0,24072,4
1420,,N2,Link,-,808.0,24070,4
1458,,N2,Link,-,969.0,24069,30
1437,,N2,Link,-,170.0,24069,3
1442,,N2,Link,-,160.0,24069,4
1441,,N2,Link,-,30.0,24069,0
1440,,N2,Link,-,159.0,24069,0
1439,,N2,Bridge,A,2.0,24069,0
1438,,N2,Link,-,183.0,24069,0
1415,,N2,Bridge,A,12.7,24068,0
1416,,N2,Link,-,245.0,24068,0
1417,,N2,Bridge,A,3.0,24068,0
1418,,N2,Link,-,164.0,24068,0
1419,,N2,Bridge,A,27.4,24068,0
1421,,N2,Link,-,263.0,24068,0
1422,,N2,Bridge,C,69.5,24068,2
1430,,N2,Bridge,A,3.0,24067,0
1431,,N2,Link,-,230.0,24067,1
1424,,N2,Bridge,A,3.0,24067,0
1429,,N2,Bridge,A,3.4,24067,0
1428,,N2,Link,-,253.0,24067,0
1425,,N2,Link,-,21.0,24067,0
1426,,N2,Bridge,A,12.6,24067,0
1427,,N2,Link,-,85.0,24067,0
1423,,N2,Link,-,349.0,24067,1
1436,,N2,Bridge,B,14.1,24066,0
1432,,N2,Bridge,B,3.5,24066,0
1446,,N2,Link,-,330.0,24066,3
1445,,N2,Bridge,A,4.0,24066,0
