id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,33158,0
1568,,N2,Intersection,-,0.0,29458,0
1359,,N2,Intersection,-,0.0,28993,0
18,,N1,Intersection,-,0.0,28574,0
186,,N1,Intersection,-,0.0,28301,0
184,,N1,Intersection,-,0.0,25816,0
20,,N1,Bridge,B,8.0,23769,38
19,,N1,Link,-,112.0,23753,0
21,,N1,Bridge,A,6.3,23752,8
22,,N1,Bridge,A,6.3,23750,3
24,,N1,Bridge,A,8.3,23748,3
23,,N1,Link,-,382.0,23748,0
28,,N1,Bridge,A,6.1,23745,2
27,,N1,Bridge,A,9.3,23745,1
26,,N1,Link,-,248.0,23745,0
25,,N1,Link,-,184.0,23745,0
1360,,N2,Bridge,C,19.0,22569,70
1363,,N2,Link,-,1000.0,22527,30
1362,,N2,Link,-,20.0,22519,0
1361,,N2,Link,-,214.0,22519,0
1365,,N2,Bridge,B,4.9,22512,24
1364,,N2,Link,-,162.0,22505,0
1367,,N2,Bridge,B,3.5,22500,26
1366,,N2,Link,-,132.0,22495,0
1373,,N2,Bridge,C,72.15,22485,94
1372,,N2,Link,-,914.0,22485,28
1371,,N2,Link,-,8.0,22479,0
1370,,N2,Link,-,22.0,22479,0
1369,,N2,Bridge,A,3.4,22479,0
1368,,N2,Link,-,467.0,22479,0
1374,,N2,Link,-,754.0,22422,25
1377,,N2,Bridge,B,8.3,22413,40
1375,,N2,Bridge,A,4.5,22409,5
1376,,N2,Link,-,449.0,22407,5
1380,,N2,Bridge,A,8.3,22389,28
1378,,N2,Link,-,273.0,22385,1
1379,,N2,Link,-,675.0,22385,4
1382,,N2,Bridge,A,4.0,22369,1
1381,,N2,Link,-,288.0,22369,0
1384,,N2,Link,-,926.0,22368,21
1383,,N2,Bridge,A,8.0,22368,3
1385,,N2,Bridge,B,4.0,22355,30
1386,,N2,Link,-,1000.0,22340,35
1391,,N2,Bridge,A,4.0,22319,30
1390,,N2,Link,-,469.0,22316,2
1389,,N2,Bridge,A,4.0,22316,2
1388,,N2,Bridge,A,4.0,22316,3
1387,,N2,Link,-,322.0,22315,0
1393,,N2,Link,-,990.0,22294,23
1392,,N2,Bridge,A,2.0,22294,5
1394,,N2,Link,-,1000.0,22286,29
1405,,N2,Bridge,B,30.3,22267,66
1395,,N2,Link,-,130.0,22267,0
1396,,N2,Link,-,870.0,22267,2
1398,,N2,Bridge,A,2.5,22267,4
1401,,N2,Link,-,909.0,22266,24
1399,,N2,Bridge,A,2.5,22265,4
1397,,N2,Link,-,187.0,22265,0
1400,,N2,Link,-,90.0,22261,0
1404,,N2,Link,-,483.0,22247,1
1403,,N2,Link,-,34.0,22247,0
1402,,N2,Link,-,251.0,22247,0
1406,,N2,Link,-,10.0,22222,0
1407,,N2,Link,-,1020.0,22222,4
1408,,N2,Link,-,665.0,22219,11
1415,,N2,Bridge,A,12.7,22217,25
1411,,N2,Link,-,408.0,22212,5
1413,,N2,Link,-,425.0,22211,2
1414,,N2,Link,-,474.0,22211,1
1412,,N2,Link,-,322.0,22210,1
1409,,N2,Bridge,A,3.6,22209,0
1410,,N2,Link,-,280.0,22209,0
1417,,N2,Bridge,A,3.0,22203,29
1416,,N2,Link,-,245.0,22199,0
1419,,N2,Bridge,A,27.4,22190,44
1418,,N2,Link,-,164.0,22178,0
1420,,N2,Link,-,808.0,22163,30
1422,,N2,Bridge,C,69.5,22157,89
1421,,N2,Link,-,263.0,22138,0
1426,,N2,Bridge,A,12.6,22099,32
1424,,N2,Bridge,A,3.0,22088,1
1425,,N2,Link,-,21.0,22088,0
1423,,N2,Link,-,349.0,22087,0
1429,,N2,Bridge,A,3.4,22082,32
1427,,N2,Link,-,85.0,22078,0
1428,,N2,Link,-,253.0,22078,0
1432,,N2,Bridge,B,3.5,22060,31
1430,,N2,Bridge,A,3.0,22055,2
1431,,N2,Link,-,230.0,22054,0
1436,,N2,Bridge,B,14.1,22043,55
1433,,N2,Bridge,A,3.0,22036,3
1435,,N2,Bridge,A,1.8,22034,4
1434,,N2,Link,-,40.0,22034,0
1439,,N2,Bridge,A,2.0,22011,32
1437,,N2,Link,-,170.0,22001,0
1438,,N2,Link,-,183.0,22001,0
1443,,N2,Bridge,A,2.5,22000,36
1449,,N2,Bridge,B,105.15,21990,72
1440,,N2,Link,-,159.0,21989,0
1441,,N2,Link,-,30.0,21989,0
