scenario,replication,seed,average_driving_time,average_distance_km,time_per_km,shortest_route_km,longest_route_km,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
2,1,1608637542,253.13611182041234,85.2795845350796,2.9683084550709236,0.9702999999999999,347.8139800000001,255.1154759098807,4.293522894572702,1.357731153292873,252.45432284942666,257.77662897033474
2,2,1273642419,248.08165039454326,85.70393033411503,2.8946356302144136,0.9702999999999999,347.8139800000001,255.1154759098807,4.293522894572702,1.357731153292873,252.45432284942666,257.77662897033474
2,3,1935803228,258.90552769419367,85.96135853781571,3.0118826888979098,0.9702999999999999,347.8139800000001,255.1154759098807,4.293522894572702,1.357731153292873,252.45432284942666,257.77662897033474
2,4,787846414,250.84869563281842,85.0804597489001,2.948370241218182,0.9702999999999999,347.8139800000001,255.1154759098807,4.293522894572702,1.357731153292873,252.45432284942666,257.77662897033474
2,5,996406378,251.71445082850823,85.22592508805312,2.953496257957232,0.9702999999999999,347.8139800000001,255.1154759098807,4.293522894572702,1.357731153292873,252.45432284942666,257.77662897033474
2,6,1201263687,253.81193697455598,85.90701950947212,2.954495900612297,0.9702999999999999,347.8139800000001,255.1154759098807,4.293522894572702,1.357731153292873,252.45432284942666,257.77662897033474
2,7,423734972,260.843119347797,85.4854281584187,3.0513167561658743,0.9702999999999999,347.8139800000001,255.1154759098807,4.293522894572702,1.357731153292873,252.45432284942666,257.77662897033474
2,8,415968276,256.31016185847415,85.33512578296481,3.003571618448831,0.9702999999999999,347.8139800000001,255.1154759098807,4.293522894572702,1.357731153292873,252.45432284942666,257.77662897033474
2,9,670094950,260.4843387148746,85.49287117499313,3.0468544936535817,0.9702999999999999,347.8139800000001,255.1154759098807,4.293522894572702,1.357731153292873,252.45432284942666,257.77662897033474
2,10,1914837113,257.01876583262964,85.33215518463865,3.011980246795615,0.9702999999999999,347.8139800000001,255.1154759098807,4.293522894572702,1.357731153292873,252.45432284942666,257.77662897033474
