id,name,road,type,condition,length_m,throughput,current_vehicles
29,,N1,Intersection,-,0.0,32938,0
1568,,N2,Intersection,-,0.0,29197,0
1359,,N2,Intersection,-,0.0,28578,0
18,,N1,Intersection,-,0.0,28328,0
186,,N1,Intersection,-,0.0,28248,0
184,,N1,Intersection,-,0.0,25692,0
20,,N1,Bridge,B,8.0,23624,44
19,,N1,Link,-,112.0,23606,0
25,,N1,Link,-,184.0,23603,1
24,,N1,Bridge,A,8.3,23603,6
27,,N1,Bridge,A,9.3,23603,4
26,,N1,Link,-,248.0,23603,1
28,,N1,Bridge,A,6.1,23601,1
22,,N1,Bridge,A,6.3,23601,6
21,,N1,Bridge,A,6.3,23600,3
23,,N1,Link,-,382.0,23598,1
1360,,N2,Bridge,C,19.0,22189,69
1363,,N2,Link,-,1000.0,22148,35
1362,,N2,Link,-,20.0,22140,0
1361,,N2,Link,-,214.0,22140,0
1365,,N2,Bridge,B,4.9,22129,30
1364,,N2,Link,-,162.0,22121,0
1367,,N2,Bridge,B,3.5,22115,30
1366,,N2,Link,-,132.0,22107,0
1372,,N2,Link,-,914.0,22097,27
1373,,N2,Bridge,C,72.15,22096,90
1369,,N2,Bridge,A,3.4,22094,2
1371,,N2,Link,-,8.0,22093,0
1370,,N2,Link,-,22.0,22093,0
1368,,N2,Link,-,467.0,22093,0
1377,,N2,Bridge,B,8.3,22035,38
1374,,N2,Link,-,754.0,22029,1
1375,,N2,Bridge,A,4.5,22029,1
1376,,N2,Link,-,449.0,22028,0
1380,,N2,Bridge,A,8.3,22010,27
1378,,N2,Link,-,273.0,22005,1
1379,,N2,Link,-,675.0,22005,2
1382,,N2,Bridge,A,4.0,22000,29
1381,,N2,Link,-,288.0,21990,0
1384,,N2,Link,-,926.0,21988,31
1383,,N2,Bridge,A,8.0,21981,0
1385,,N2,Bridge,B,4.0,21969,28
1393,,N2,Link,-,990.0,21952,36
1386,,N2,Link,-,1000.0,21947,3
1387,,N2,Link,-,322.0,21946,1
1388,,N2,Bridge,A,4.0,21946,3
1389,,N2,Bridge,A,4.0,21946,4
1390,,N2,Link,-,469.0,21945,5
1391,,N2,Bridge,A,4.0,21940,0
1392,,N2,Bridge,A,2.0,21940,1
1394,,N2,Link,-,1000.0,21937,26
1396,,N2,Link,-,870.0,21923,28
1395,,N2,Link,-,130.0,21919,0
1401,,N2,Link,-,909.0,21902,35
1398,,N2,Bridge,A,2.5,21899,4
1397,,N2,Link,-,187.0,21899,0
1399,,N2,Bridge,A,2.5,21896,2
1400,,N2,Link,-,90.0,21895,0
1405,,N2,Bridge,B,30.3,21882,53
1402,,N2,Link,-,251.0,21874,0
1403,,N2,Link,-,34.0,21874,0
1404,,N2,Link,-,483.0,21874,1
1407,,N2,Link,-,1020.0,21846,30
1406,,N2,Link,-,10.0,21838,0
1415,,N2,Bridge,A,12.7,21833,54
1408,,N2,Link,-,665.0,21824,4
1409,,N2,Bridge,A,3.6,21821,3
1413,,N2,Link,-,425.0,21820,1
1414,,N2,Link,-,474.0,21820,3
1410,,N2,Link,-,280.0,21819,0
1411,,N2,Link,-,408.0,21819,0
1412,,N2,Link,-,322.0,21819,0
1419,,N2,Bridge,A,27.4,21805,36
1417,,N2,Bridge,A,3.0,21796,2
1422,,N2,Bridge,C,69.5,21796,93
1418,,N2,Link,-,164.0,21795,0
1416,,N2,Link,-,245.0,21795,0
1420,,N2,Link,-,808.0,21783,23
1421,,N2,Link,-,263.0,21764,0
1426,,N2,Bridge,A,12.6,21741,28
1424,,N2,Bridge,A,3.0,21737,4
1423,,N2,Link,-,349.0,21735,0
1425,,N2,Link,-,21.0,21735,0
1432,,N2,Bridge,B,3.5,21724,29
1429,,N2,Bridge,A,3.4,21720,3
1428,,N2,Link,-,253.0,21719,0
1427,,N2,Link,-,85.0,21719,0
1431,,N2,Link,-,230.0,21718,0
1430,,N2,Bridge,A,3.0,21718,0
1436,,N2,Bridge,B,14.1,21709,50
1433,,N2,Bridge,A,3.0,21701,3
1435,,N2,Bridge,A,1.8,21699,4
1434,,N2,Link,-,40.0,21698,0
1443,,N2,Bridge,A,2.5,21673,3
1440,,N2,Link,-,159.0,21672,0
1442,,N2,Link,-,160.0,21672,0
1441,,N2,Link,-,30.0,21672,0
1439,,N2,Bridge,A,2.0,21672,0
1438,,N2,Link,-,183.0,21672,0
1437,,N2,Link,-,170.0,21672,0
