bridge_id,mean_total_delay,std,ci95
798,188264.36839773733,2090.9348706377964,1295.9748595358526
643,92188.89530095796,2062.2549286929057,1278.198847353231
1018,87231.89905258792,1277.2776239772445,791.6648732426927
950,49545.407692295325,368.0340123035277,228.10984411675767
1000,48433.62001005093,714.2737305991595,442.71144485769446
1090,47810.674480758265,1290.5187239342374,799.8717920223436
1130,47636.51583618047,403.1022181259076,249.8453432722002
1111,47552.489957410166,495.81451150116027,307.30901804825373
1122,18771.742805218346,319.21724913936555,197.8529008359886
1173,18693.5962051939,294.7274215467648,182.67394843528714
