scenario,replication,seed,average_driving_time,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
1,1,1608637542,922.3724082934609,920.7216447592084,2.724933261002997,0.8616995576719548,919.0327136261714,922.4105758922454
1,2,1273642419,922.0095389507154,920.7216447592084,2.724933261002997,0.8616995576719548,919.0327136261714,922.4105758922454
1,3,1935803228,919.316041500399,920.7216447592084,2.724933261002997,0.8616995576719548,919.0327136261714,922.4105758922454
1,4,787846414,920.4745222929936,920.7216447592084,2.724933261002997,0.8616995576719548,919.0327136261714,922.4105758922454
1,5,996406378,919.667731629393,920.7216447592084,2.724933261002997,0.8616995576719548,919.0327136261714,922.4105758922454
1,6,1201263687,915.1872509960159,920.7216447592084,2.724933261002997,0.8616995576719548,919.0327136261714,922.4105758922454
1,7,423734972,924.9968076616121,920.7216447592084,2.724933261002997,0.8616995576719548,919.0327136261714,922.4105758922454
1,8,415968276,919.398406374502,920.7216447592084,2.724933261002997,0.8616995576719548,919.0327136261714,922.4105758922454
1,9,670094950,920.1827613727055,920.7216447592084,2.724933261002997,0.8616995576719548,919.0327136261714,922.4105758922454
1,10,1914837113,923.6109785202864,920.7216447592084,2.724933261002997,0.8616995576719548,919.0327136261714,922.4105758922454
