scenario,replication,seed,average_driving_time,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
4,1,1608637542,3867.7786259541986,3879.18975764551,11.263739506161475,3.5619071810290444,3872.208419570693,3886.171095720327
4,2,1273642419,3864.680786686838,3879.18975764551,11.263739506161475,3.5619071810290444,3872.208419570693,3886.171095720327
4,3,1935803228,3890.43797856049,3879.18975764551,11.263739506161475,3.5619071810290444,3872.208419570693,3886.171095720327
4,4,787846414,3881.745398773006,3879.18975764551,11.263739506161475,3.5619071810290444,3872.208419570693,3886.171095720327
4,5,996406378,3892.673813169985,3879.18975764551,11.263739506161475,3.5619071810290444,3872.208419570693,3886.171095720327
4,6,1201263687,3884.0639269406392,3879.18975764551,11.263739506161475,3.5619071810290444,3872.208419570693,3886.171095720327
4,7,423734972,3870.6110260336905,3879.18975764551,11.263739506161475,3.5619071810290444,3872.208419570693,3886.171095720327
4,8,415968276,3895.9285714285716,3879.18975764551,11.263739506161475,3.5619071810290444,3872.208419570693,3886.171095720327
4,9,670094950,3873.569696969697,3879.18975764551,11.263739506161475,3.5619071810290444,3872.208419570693,3886.171095720327
4,10,1914837113,3870.4077519379844,3879.18975764551,11.263739506161475,3.5619071810290444,3872.208419570693,3886.171095720327
