scenario,replication,seed,average_driving_time,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
2,1,1608637542,923.8511146496816,922.8404052801136,1.1165038819767563,0.3530695283466369,922.1483890045542,923.532421555673
2,2,1273642419,923.0724522292994,922.8404052801136,1.1165038819767563,0.3530695283466369,922.1483890045542,923.532421555673
2,3,1935803228,920.7603503184713,922.8404052801136,1.1165038819767563,0.3530695283466369,922.1483890045542,923.532421555673
2,4,787846414,923.6038186157518,922.8404052801136,1.1165038819767563,0.3530695283466369,922.1483890045542,923.532421555673
2,5,996406378,921.9211155378486,922.8404052801136,1.1165038819767563,0.3530695283466369,922.1483890045542,923.532421555673
2,6,1201263687,922.0317712470214,922.8404052801136,1.1165038819767563,0.3530695283466369,922.1483890045542,923.532421555673
2,7,423734972,922.562898089172,922.8404052801136,1.1165038819767563,0.3530695283466369,922.1483890045542,923.532421555673
2,8,415968276,922.3599361532323,922.8404052801136,1.1165038819767563,0.3530695283466369,922.1483890045542,923.532421555673
2,9,670094950,923.8452285485164,922.8404052801136,1.1165038819767563,0.3530695283466369,922.1483890045542,923.532421555673
2,10,1914837113,924.3953674121406,922.8404052801136,1.1165038819767563,0.3530695283466369,922.1483890045542,923.532421555673
