scenario,replication,seed,average_driving_time,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
8,1,1608637542,5272.8,5167.665,173.15091049588958,54.755125609896616,5060.3449538046025,5274.985046195397
8,2,1273642419,5110.0,5167.665,173.15091049588958,54.755125609896616,5060.3449538046025,5274.985046195397
8,3,1935803228,5421.2,5167.665,173.15091049588958,54.755125609896616,5060.3449538046025,5274.985046195397
8,4,787846414,5374.6,5167.665,173.15091049588958,54.755125609896616,5060.3449538046025,5274.985046195397
8,5,996406378,5293.6,5167.665,173.15091049588958,54.755125609896616,5060.3449538046025,5274.985046195397
8,6,1201263687,4914.25,5167.665,173.15091049588958,54.755125609896616,5060.3449538046025,5274.985046195397
8,7,423734972,5121.0,5167.665,173.15091049588958,54.755125609896616,5060.3449538046025,5274.985046195397
8,8,415968276,5059.0,5167.665,173.15091049588958,54.755125609896616,5060.3449538046025,5274.985046195397
8,9,670094950,4934.8,5167.665,173.15091049588958,54.755125609896616,5060.3449538046025,5274.985046195397
8,10,1914837113,5175.4,5167.665,173.15091049588958,54.755125609896616,5060.3449538046025,5274.985046195397
