bridge_id,mean_total_delay,std,ci95
16,199920.03934151575,1329.366364852073,823.9498093191877
62,188124.14582662313,2104.9294921708247,1304.6488158269885
64,185954.3957058423,954.5423881691638,591.6315016790595
666,135572.53786481242,1069.8158748423793,663.0787489354792
798,124740.1993844992,1064.2745319277485,659.6441890138503
41,94373.18728595805,815.5881033624592,505.5067436757919
573,72277.95710815396,450.4624682164364,279.19953039708844
606,70305.2110703745,545.8994661980636,338.351994584572
617,69472.57210760699,473.6453796850955,293.56844779194887
643,67438.84866260989,457.9256066201011,283.82523150342456
