scenario,replication,seed,average_driving_time,scenario_mean,scenario_std,standard_error,ci_95_lower,ci_95_upper
5,1,1608637542,5583.704626334519,5562.069725771311,15.727806545727052,4.973569128300266,5552.321530279843,5571.817921262779
5,2,1273642419,5552.446808510638,5562.069725771311,15.727806545727052,4.973569128300266,5552.321530279843,5571.817921262779
5,3,1935803228,5565.468309859155,5562.069725771311,15.727806545727052,4.973569128300266,5552.321530279843,5571.817921262779
5,4,787846414,5554.228260869565,5562.069725771311,15.727806545727052,4.973569128300266,5552.321530279843,5571.817921262779
5,5,996406378,5572.86642599278,5562.069725771311,15.727806545727052,4.973569128300266,5552.321530279843,5571.817921262779
5,6,1201263687,5585.5283687943265,5562.069725771311,15.727806545727052,4.973569128300266,5552.321530279843,5571.817921262779
5,7,423734972,5536.661971830986,5562.069725771311,15.727806545727052,4.973569128300266,5552.321530279843,5571.817921262779
5,8,415968276,5548.859649122807,5562.069725771311,15.727806545727052,4.973569128300266,5552.321530279843,5571.817921262779
5,9,670094950,5553.378091872792,5562.069725771311,15.727806545727052,4.973569128300266,5552.321530279843,5571.817921262779
5,10,1914837113,5567.554744525547,5562.069725771311,15.727806545727052,4.973569128300266,5552.321530279843,5571.817921262779
