bridge_id,mean_total_delay,std,ci95
16,200403.67263811428,1325.625753029755,821.6313540917763
62,183739.49294853918,1716.1564995276265,1063.6848185225597
64,180837.28371816425,2004.1703280981762,1242.19763892057
41,92469.66215593621,892.6605915474336,553.2767667655753
72,83494.28229624087,1083.9462691628069,671.8368580720953
73,82619.68235509991,593.4793103417284,367.8422875136937
666,75464.0476236133,1379.1818540123686,854.8257693855724
31,51682.46796983758,519.8352889656909,322.19725016762214
45,51116.18558010012,598.2261325600724,370.7843984058343
46,50374.04394642553,717.1842614565633,444.51541057277575
